HIT,HIT_id,HIT_website_address,HIT_results_address,HIT_status,submitted_assignments,Worker_id,Assignment_id,Accept_time,Submit_time,Full_response,worker_ip,isBot,assignment_status,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,passed_negative_attention,passed_positive_attention_easy,score_all,score_gs_more_than1,score_gs_less_than1,correct_questions,incorrect_questions
9,3KLL7H3EGD8D6Z2C524J0QTMIHJVHV,https://workersandbox.mturk.com/mturk/preview?groupId=310F0WGLWJHK5UPWLKPJCGRY6XELTR,https://requestersandbox.mturk.com/mturk/manageHITs,Assignable,2,ARUXAWT9AUG92,3TU5ZICBRE9VV03W61L56AXVMSD8Q0,2023-10-01 15:11:33-07:00,2023-10-01 15:13:05-07:00,"[{""q1"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q10"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q2"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q3"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q4"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q5"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q6"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q7"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q8"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q9"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""worker_ip"":""119.77.93.25-false""}]",119.77.93.25,false,Submitted,-1,0,1,0,0,-2,1,1,1,0,,,Y,Y,50.0,66.66666666666666,20.0,"q4,q5,q6,q7,q8","q1,q2,q3,q9,q10"
11,3S1WOPCJFG0SVUBGYCIUCZLFVEKJEI,https://workersandbox.mturk.com/mturk/preview?groupId=357Z1IC2ALPNCYUZJXZKMKRU736O3U,https://requestersandbox.mturk.com/mturk/manageHITs,Assignable,1,ARUXAWT9AUG92,3I33IC7ZWGASM5UQ1OFI6J5NWAZ2AK,2023-10-01 15:15:20-07:00,2023-10-01 15:16:34-07:00,"[{""q1"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q10"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q2"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q3"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q4"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q5"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q6"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q7"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q8"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q9"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""worker_ip"":""119.77.93.25-false""}]",119.77.93.25,false,Submitted,-2,0,1,0,-2,0,1,0,1,-1,,,Y,Y,60.0,50.0,50.0,"q2,q3,q5,q6,q9,q10","q1,q4,q7,q8"
12,3AXFSPQOYQ5K18BCTN20UH6F7FZJF0,https://workersandbox.mturk.com/mturk/preview?groupId=3UZRKKY9ASE8UUD3JB43WPJ0L32O4F,https://requestersandbox.mturk.com/mturk/manageHITs,Assignable,1,ARUXAWT9AUG92,3M23Y66PO3FK42ZL5QDCHWG5YL86S1,2023-10-01 15:18:49-07:00,2023-10-01 15:21:47-07:00,"[{""q1"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q10"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q2"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q3"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q4"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q5"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q6"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q7"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q8"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q9"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""worker_ip"":""119.77.93.25-false""}]",119.77.93.25,false,Submitted,-1,0,0,0,0,-2,1,0,-2,0,,,Y,N,40.0,50.0,25.0,"q1,q2,q5,q9","q3,q4,q6,q7,q8,q10"
14,37OPIVELUUATEBZEU7DN43F9X7IHAG,https://workersandbox.mturk.com/mturk/preview?groupId=3VIW2KSTJ2JWMHHRCBNSQPHHCKSLLO,https://requestersandbox.mturk.com/mturk/manageHITs,Assignable,1,ARUXAWT9AUG92,3MD9PLUKKJMPCZRRZZT1F0ZUGQWZN8,2023-10-01 15:24:08-07:00,2023-10-01 15:26:26-07:00,"[{""q1"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q10"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q2"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q3"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q4"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q5"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q6"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q7"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q8"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q9"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""worker_ip"":""119.77.93.25-false""}]",119.77.93.25,false,Submitted,-2,1,0,0,0,1,-1,-2,0,-1,,,Y,Y,60.0,33.33333333333333,60.0,"q1,q3,q4,q7,q8,q10","q2,q5,q6,q9"
15,37VE3DA4YUOYXL460LDJZEZFFP3HBB,https://workersandbox.mturk.com/mturk/preview?groupId=3ES1UQ6TFXUGSZZCCNO7Q2W6CPILMQ,https://requestersandbox.mturk.com/mturk/manageHITs,Assignable,1,ARUXAWT9AUG92,34MAJL3QP5V25YASWNJWCQOFAE343M,2023-10-01 15:26:53-07:00,2023-10-01 15:28:19-07:00,"[{""q1"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q10"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q2"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q3"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q4"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":true,""3"":false,""video not playing"":false},""q5"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q6"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q7"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":true,""3"":false,""video not playing"":false},""q8"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q9"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""worker_ip"":""119.77.93.25-false""}]",119.77.93.25,false,Submitted,1,-2,-1,2,0,1,2,0,-1,1,,,Y,Y,60.0,50.0,50.0,"q2,q3,q4,q5,q8,q9","q1,q6,q7,q10"
16,37NXA7GVSTDFSVL2WNJHSIMTZYSLVS,https://workersandbox.mturk.com/mturk/preview?groupId=3NS4ESZ41PYNO8938U2QGMXRKXJQWB,https://requestersandbox.mturk.com/mturk/manageHITs,Assignable,1,ARUXAWT9AUG92,3IAS3U3I0GOX5FZI72FE1UPTESK2BF,2023-10-01 15:28:47-07:00,2023-10-01 15:30:29-07:00,"[{""q1"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q10"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q2"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q3"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q4"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q5"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q6"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q7"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q8"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q9"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":true}}]",,,Submitted,-2,0,-1,-1,-2,-1,0,1,video not playing,1,,,Y,Y,60.0,33.33333333333333,100.0,"q1,q3,q4,q5,q7,q8","q2,q6,q9,q10"
18,31ODACBENUMAR0KBUXM8YH1GA0LQSH,https://workersandbox.mturk.com/mturk/preview?groupId=3I6QNRBGCVRXONZLWDIG7RE2EM9JC4,https://requestersandbox.mturk.com/mturk/manageHITs,Assignable,1,ARUXAWT9AUG92,3PZDLQMM0UTGFKROL2B9CEVBWDK2CM,2023-10-01 15:32:42-07:00,2023-10-01 15:33:56-07:00,"[{""q1"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q10"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q2"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q3"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q4"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q5"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q6"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q7"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q8"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q9"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""worker_ip"":""119.77.93.25-false""}]",119.77.93.25,false,Submitted,1,1,-1,1,0,-1,-2,0,1,0,,,Y,Y,40.0,0.0,33.33333333333333,"q3,q5,q7,q9","q1,q2,q4,q6,q8,q10"
19,3RTFSSG7T8DS7KL7MXODEK5767ULW2,https://workersandbox.mturk.com/mturk/preview?groupId=3TAMZSB5GPB2D8ETIZYCI5BYTZPQX4,https://requestersandbox.mturk.com/mturk/manageHITs,Assignable,1,ARUXAWT9AUG92,3D8YOU6S9FS0JFRPUV8CWXYTJIT6UH,2023-10-01 15:34:20-07:00,2023-10-01 15:35:56-07:00,"[{""q1"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q10"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q2"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q3"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q4"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q5"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q6"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q7"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q8"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q9"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""worker_ip"":""119.77.93.25-false""}]",119.77.93.25,false,Submitted,0,0,1,1,1,-2,1,-1,0,-1,,,Y,Y,50.0,50.0,25.0,"q1,q2,q6,q8,q10","q3,q4,q5,q7,q9"
20,3XBXDSS888Q7WKQXW2KZG3JEF90LXV,https://workersandbox.mturk.com/mturk/preview?groupId=3BS7Z4CKG2QRDD43NVKE1JI7V5JQYA,https://requestersandbox.mturk.com/mturk/manageHITs,Assignable,1,ARUXAWT9AUG92,3JBT3HLQF9APFK34FE6TJP4PG5XZP4,2023-10-01 15:36:15-07:00,2023-10-01 15:37:46-07:00,"[{""q1"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q10"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q2"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q3"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q4"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q5"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q6"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q7"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q8"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q9"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""worker_ip"":""119.77.93.25-false""}]",119.77.93.25,false,Submitted,-1,0,0,0,1,0,-2,-1,1,-1,,,Y,Y,60.0,75.0,25.0,"q1,q2,q5,q7,q8,q10","q3,q4,q6,q9"
21,3I4E7AFQ2K6UKDTDO77PBLLGYO7TJI,https://workersandbox.mturk.com/mturk/preview?groupId=3IRHJ9AYT036OP6BDX6RQPGYLY6GNF,https://requestersandbox.mturk.com/mturk/manageHITs,Assignable,1,ARUXAWT9AUG92,3EKVH9QMEZCQKCX2LY6KWKDTHDW2DM,2023-10-01 15:38:10-07:00,2023-10-01 15:39:47-07:00,"[{""q1"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q10"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q2"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q3"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q4"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q5"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q6"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q7"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q8"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q9"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""worker_ip"":""119.77.93.25-false""}]",119.77.93.25,false,Submitted,0,-1,-1,0,0,-1,0,-1,0,-2,,,Y,Y,70.0,50.0,75.0,"q2,q3,q4,q7,q8,q9,q10","q1,q5,q6"
22,3W9XHF7WGK2PVXZV6S71C0LTDD7TKH,https://workersandbox.mturk.com/mturk/preview?groupId=3NJNX96T4K9O6A6NEC645EG3B8BGOU,https://requestersandbox.mturk.com/mturk/manageHITs,Assignable,1,ARUXAWT9AUG92,3TE22NPXPCKNNUTWW1OFMVGLOEZ447,2023-10-01 15:40:04-07:00,2023-10-01 15:41:27-07:00,"[{""q1"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q10"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q2"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q3"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q4"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q5"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q6"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q7"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q8"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q9"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""worker_ip"":""119.77.93.25-false""}]",119.77.93.25,false,Submitted,0,0,-1,0,-2,-1,0,-2,1,0,,,Y,Y,40.0,0.0,40.0,"q2,q4,q5,q7","q1,q3,q6,q8,q9,q10"
23,3XJOUITW8UYB60XQJXRY8MX2CJZQT6,https://workersandbox.mturk.com/mturk/preview?groupId=37R8JAFGQ0A7TF5ZW9DRRXWKZMLJD4,https://requestersandbox.mturk.com/mturk/manageHITs,Assignable,1,ARUXAWT9AUG92,3OS46CRSLG70WUGPZLIHSJ0CXP26V6,2023-10-01 15:41:55-07:00,2023-10-01 15:43:25-07:00,"[{""q1"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q10"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":true,""3"":false,""video not playing"":false},""q2"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q3"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q4"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q5"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q6"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q7"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q8"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q9"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""worker_ip"":""119.77.93.25-false""}]",119.77.93.25,false,Submitted,1,0,0,-2,-2,0,1,-1,1,2,,,Y,Y,80.0,75.0,75.0,"q1,q2,q3,q4,q5,q8,q9,q10","q6,q7"
24,3FTID4TN8L5WWPG71Y61ZHQNHFULY1,https://workersandbox.mturk.com/mturk/preview?groupId=3TD7B5RKTHFRI3E8JHMXFQR91ZNQZ1,https://requestersandbox.mturk.com/mturk/manageHITs,Assignable,1,ARUXAWT9AUG92,3Z2R0DQ0JIMVCIB2HTH422VEHPX2EF,2023-10-01 15:44:01-07:00,2023-10-01 15:47:31-07:00,"[{""q1"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q10"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q2"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q3"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q4"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q5"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q6"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q7"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q8"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q9"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""worker_ip"":""119.77.93.25-false""}]",119.77.93.25,false,Submitted,1,-2,0,0,0,0,-2,-2,0,0,,,Y,Y,60.0,40.0,66.66666666666666,"q2,q3,q5,q7,q8,q9","q1,q4,q6,q10"
25,3XEIP58NL0UW1FQCXK8KDOZPN9YLZS,https://workersandbox.mturk.com/mturk/preview?groupId=3CW8JHPWNYWUSJNIS2Y5EHYSFE6R0B,https://requestersandbox.mturk.com/mturk/manageHITs,Assignable,1,ARUXAWT9AUG92,3HYA4D452SRNIWBYC41AKKGETQC2FX,2023-10-01 15:48:08-07:00,2023-10-01 15:49:35-07:00,"[{""q1"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q10"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q2"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q3"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q4"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q5"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q6"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q7"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q8"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q9"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""worker_ip"":""119.77.93.25-false""}]",119.77.93.25,false,Submitted,0,1,-1,-1,0,0,1,0,0,0,,,Y,Y,50.0,25.0,50.0,"q1,q3,q4,q7,q10","q2,q5,q6,q8,q9"
26,36GJS3V78VXQF877478IC26R8UZJGZ,https://workersandbox.mturk.com/mturk/preview?groupId=3MRAM659HHZQQDH3XGND1HPELZXO5K,https://requestersandbox.mturk.com/mturk/manageHITs,Assignable,1,ARUXAWT9AUG92,3DHE4R9OCXJTWW7TNO7S25GQU5C2GW,2023-10-01 15:49:58-07:00,2023-10-01 15:51:32-07:00,"[{""q1"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q10"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q2"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q3"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q4"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q5"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q6"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q7"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q8"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q9"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""worker_ip"":""119.77.93.25-false""}]",119.77.93.25,false,Submitted,0,-2,0,-2,0,0,-2,-2,1,-1,,,Y,Y,80.0,100.0,60.0,"q1,q2,q5,q6,q7,q8,q9,q10","q3,q4"
