,HIT,HIT_id,HIT_website_address,HIT_results_address
14,42,3B6F54KMR2JMAW0U9IWTXGT803A1S6,https://workersandbox.mturk.com/mturk/preview?groupId=3EY3X634K3CIJY66UZALKOYRPEGTHZ,https://requestersandbox.mturk.com/mturk/manageHITs
15,43,371QPA24C2VNPWD9YI1J7LPU2MO1TV,https://workersandbox.mturk.com/mturk/preview?groupId=3IYH2PD9C9QIFTHQ0HS6K0Z6PRVTIS,https://requestersandbox.mturk.com/mturk/manageHITs
16,44,3W1K7D6QSBOKO64067JQZL3K9U0ZBR,https://workersandbox.mturk.com/mturk/preview?groupId=3217B3DC4OBNY262D96SKT6SSQ441G,https://requestersandbox.mturk.com/mturk/manageHITs
17,45,3P458N04Q1O1VY4PMW2U17K57OPX2Q,https://workersandbox.mturk.com/mturk/preview?groupId=3SBFCXF7YBRGZ3M5AXVDDJWMO3CW46,https://requestersandbox.mturk.com/mturk/manageHITs
18,46,3UAU495MIIZNL1ZZ4PP4ODO4EB4UO1,https://workersandbox.mturk.com/mturk/preview?groupId=3U6C37VJ6UC9KAG8VELOJ2CSJ7Z1N8,https://requestersandbox.mturk.com/mturk/manageHITs
19,47,39TX062QX1VQGG08QWGZKHPXD2PX31,https://workersandbox.mturk.com/mturk/preview?groupId=3K3YEJM750CYVMQ5O2ENIB20OZ7W5B,https://requestersandbox.mturk.com/mturk/manageHITs
20,48,3V0TR1NRVA9Z2ZBJF0T4AE65QHD4AQ,https://workersandbox.mturk.com/mturk/preview?groupId=34PM2WU5W9LQTWL0K4VY3NA5OYTRA9,https://requestersandbox.mturk.com/mturk/manageHITs
21,49,3YLPJ8OXX8KBYCJCQALIUMH3R2LX4M,https://workersandbox.mturk.com/mturk/preview?groupId=3CM00QMEULUUEQQJTLOSAHG0KUIW6R,https://requestersandbox.mturk.com/mturk/manageHITs
22,50,32CAVSKPCEW2P9SYYNRTCHBWL0V1UM,https://workersandbox.mturk.com/mturk/preview?groupId=3ICMLZI1INQEA41WIZD6W1E626KTJ4,https://requestersandbox.mturk.com/mturk/manageHITs
23,51,3MG8450X2OH561B0JP2JDDTUOG0UPI,https://workersandbox.mturk.com/mturk/preview?groupId=3ZYIH7REHEIR2VGKWTL1YRCX9H41ON,https://requestersandbox.mturk.com/mturk/manageHITs
24,52,3SU800BH86ZQ6DCFJ2H8DIJ4TCMUQ9,https://workersandbox.mturk.com/mturk/preview?groupId=3R4WH3MP1K09NVSLBTYGNRHNJM01P4,https://requestersandbox.mturk.com/mturk/manageHITs
25,53,3V7ICJJAZAN4L9GBLET05PQB8ZY4BL,https://workersandbox.mturk.com/mturk/preview?groupId=34WBNEQO09ZVC6QSQIVUYYUB6GERB4,https://requestersandbox.mturk.com/mturk/manageHITs
