"question_id","Mean","Median","Mode","SD","direction_pct","complete_time_median","complete_time_sd","question_type","average_new_expert"
"10-q9",-0.4,0,0,0.63,33.33,4,6.01,"hard",0
"2-q9",-1.53,-1,-1,0.74,100,7,7.84,"hard",-0.6
"7-q10",1.27,1,3,1.67,66.67,15,7.16,"easy",1.2
"4-q5",0.67,0,3,1.88,40,12,8.67,"hard",0.6
"8-q4",1.73,1,3,1.28,80,5,6.55,"easy",1.6
"10-q8",2.27,3,3,1.1,93.33,4,6.01,"hard",0.4
"1-q10",-2.93,-3,-3,0.26,100,12,9.06,"easy",-3
"10-q7",0.8,1,1,1.74,60,4,6.01,"hard",-0.2
"1-q2",-2.8,-3,-3,0.41,100,9,7.68,"easy",-2.6
"0-q7",-1.2,-1,-3,1.9,66.67,5,5.47,"easy",-1.4
"8-q9",0.6,0,0,1.12,40,7,4.98,"hard",-0.8
"7-q5",1.73,3,3,1.49,73.33,5,9.04,"hard",-0.4
"10-q2",-0.67,-1,-2,2.06,60,4,6.01,"hard",0.4
"9-q9",-0.6,0,0,0.91,40,8,5.54,"hard",0
"3-q9",0.13,0,1,0.92,40,7,6.47,"hard",-0.4
"9-q2",-1,-1,-1,1.25,93.33,8,5.54,"easy",-1.4
"8-q1",-0.93,-1,-2,1.39,66.67,5,6.55,"hard",0
"10-q5",0.8,1,0,1.01,53.33,15,9.1,"hard",0.2
"10-q5",-0.27,0,0,1.16,33.33,4,6.01,"hard",0.2
"8-q10",0,0,0,1.07,20,7,4.98,"hard",0.8
"1-q7",-2.67,-3,-3,0.62,100,12,9.06,"easy",-2
"5-q8",2.6,3,3,0.83,100,9,7.84,"easy",0.8
"4-q6",1.13,1,1,1.06,73.33,8,6.91,"hard",0.4
"4-q3",-2.27,-3,-3,1.1,93.33,12,8.67,"easy",-2.2
"0-q1",-1.47,-2,-2,1.3,73.33,5,5.47,"easy",-2.2
"6-q6",-1.6,-1,-1,0.91,93.33,9,6.88,"easy",-1.6
"0-q8",-0.27,0,0,0.8,33.33,5,5.47,"hard",-0.2
"3-q1",-0.13,0,0,1.41,33.33,7,6.47,"hard",-0.6
"6-q8",1.53,1,1,1.46,86.67,9,6.88,"easy",1
"5-q10",-2.93,-3,-3,0.26,100,9,7.84,"easy",-2.6
"7-q9",1.6,1,3,1.45,73.33,5,9.04,"easy",1.8
"4-q6",1.8,1,1,1.01,100,12,8.67,"hard",0.4
"6-q8",2.13,3,3,1.13,93.33,12,6.77,"easy",1
"1-q6",1.47,1,3,1.6,66.67,9,7.68,"easy",1.6
"1-q1",2.33,3,3,1.63,93.33,12,9.06,"easy",2.4
"6-q5",-2.8,-3,-3,0.41,100,9,6.88,"easy",-2.2
"3-q1",0.4,0,0,1.59,33.33,9,8.81,"hard",-0.6
"2-q3",1.13,1,1,1.3,66.67,6,8.46,"easy",0.8
"3-q4",1.33,1,1,1.35,73.33,9,8.81,"hard",0.4
"7-q9",1.6,1,3,1.55,80,15,7.16,"easy",1.8
"9-q9",-0.4,0,0,0.91,20,8,8.96,"hard",0
"8-q9",0.33,0,0,0.82,46.67,5,6.55,"hard",-0.8
"9-q5",-2.87,-3,-3,0.35,100,8,5.54,"easy",-3
"4-q5",1.4,1,0,1.4,60,8,6.91,"hard",0.6
"2-q2",2.87,3,3,0.52,100,6,8.46,"easy",2.2
"7-q2",-1.33,-2,-3,1.63,73.33,15,7.16,"hard",-0.8
"2-q10",1.6,1,1,1.3,86.67,7,7.84,"easy",1
"4-q2",-1.53,-2,0,1.3,66.67,8,6.91,"easy",-1.2
"10-q4",-0.13,0,0,1.19,33.33,4,6.01,"hard",0.2
"9-q5",-2.8,-3,-3,0.56,100,8,8.96,"easy",-3
"1-q2",-2.73,-3,-3,0.59,100,12,9.06,"easy",-2.6
"6-q6",-1,-1,-1,1.46,80,12,6.77,"easy",-1.6
"2-q6",3,3,3,0,100,7,7.84,"easy",3
"6-q2",2.53,3,3,0.99,93.33,9,6.88,"easy",2.4
"10-q3",2.87,3,3,0.52,100,4,6.01,"easy",1.6
"3-q2",2.73,3,3,0.7,100,7,6.47,"easy",0.6
"3-q4",1.33,1,1,1.18,86.67,7,6.47,"hard",0.4
"6-q10",-0.73,-1,-1,1.58,66.67,12,6.77,"easy",-0.4
"3-q8",-2.6,-3,-3,0.51,100,7,6.47,"easy",-1.8
"2-q9",-1.87,-2,-3,1.13,86.67,6,8.46,"hard",-0.6
"7-q4",-0.2,0,1,1.32,40,5,9.04,"easy",1.8
"7-q8",0.2,0,0,1.26,40,15,7.16,"hard",0.4
"10-q1",-1.73,-2,-2,0.96,86.67,15,9.1,"easy",-1
"5-q2",-2.33,-3,-3,0.98,93.33,8,8.47,"easy",-1.8
"10-q8",1.93,3,3,1.28,93.33,15,9.1,"hard",0.4
"7-q8",-0.07,0,0,1.28,33.33,5,9.04,"hard",0.4
"0-q10",-2.8,-3,-3,0.41,100,5,5.47,"easy",-3
"2-q7",-1.13,-1,0,1.06,66.67,7,7.84,"hard",0
"3-q3",1,1,1,0.93,73.33,9,8.81,"easy",0.6
"0-q8",-0.6,-1,0,0.99,53.33,9,5.4,"hard",-0.2
"10-q2",0.6,0,3,1.99,40,15,9.1,"hard",0.4
"8-q4",0.87,1,1,1.41,66.67,7,4.98,"easy",1.6
"9-q4",-2.4,-3,-3,0.83,100,8,8.96,"easy",-2.8
"5-q1",-0.47,-1,-1,1.92,53.33,9,7.84,"hard",0.8
"2-q7",-1.4,-1,0,1.24,66.67,6,8.46,"hard",0
"9-q2",-1.4,-1,-1,1.55,86.67,8,8.96,"easy",-1.4
"0-q4",0.27,1,1,2.19,53.33,9,5.4,"hard",-1
"4-q1",-1.4,-1,-1,1.12,80,8,6.91,"easy",-0.6
"7-q2",-0.13,0,3,2.36,46.67,5,9.04,"hard",-0.8
"6-q3",0.87,0,0,1.19,46.67,12,6.77,"hard",0
"8-q7",1.13,1,1,1.25,86.67,5,6.55,"hard",0
"3-q10",-0.4,-1,-1,1.06,60,7,6.47,"hard",0
"10-q4",0.13,0,1,1.64,40,15,9.1,"hard",0.2
"4-q8",-0.33,0,0,1.35,40,12,8.67,"easy",1
"0-q1",-1.47,-2,-2,1.25,73.33,9,5.4,"easy",-2.2
"6-q3",0.67,0,0,1.45,46.67,9,6.88,"hard",0
"4-q4",-2.73,-3,-3,0.46,100,8,6.91,"easy",-3
"6-q7",2.2,3,3,1.21,86.67,9,6.88,"easy",0.4
"6-q5",-2.8,-3,-3,0.41,100,12,6.77,"easy",-2.2
"8-q2",2.27,3,3,1.1,93.33,5,6.55,"easy",1
"2-q4",0.27,0,0,1.39,26.67,7,7.84,"hard",-1
