X,Task_number,HIT_id,HIT_website_address,HIT_results_address,HIT_status,submitted_assignments,Worker_id,Assignment_id,Accept_time,Submit_time,Full_response,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10
43,7,3KLL7H3EGD8D6Z2C528TU7DLW1FVH7,https://www.mturk.com/mturk/preview?groupId=3BHRGUFAI84QNQIBJ8V3S9POZJDSCY,https://requester.mturk.com/mturk/manageHITs,Reviewable,50,A2B0ZH2UHYYOOW,3T3IWE1XG7VETKVK900AQNDPVVJTQL,2021-07-22 13:03:10-07:00,2021-07-22 13:09:16-07:00,"[{""q1"":{""1"":false,""1.16"":true,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q10"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":true,""video not playing"":false},""q2"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":true,""video not playing"":false},""q3"":{""1"":true,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q4"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":true,""video not playing"":false},""q5"":{""1"":false,""1.16"":true,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q6"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":true,""video not playing"":false},""q7"":{""1"":false,""1.16"":true,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q8"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":true,""video not playing"":false},""q9"":{""1"":false,""1.16"":true,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false}}]",1.16,2,1,2,1.16,2,1.16,2,1.16,2
44,7,3KLL7H3EGD8D6Z2C528TU7DLW1FVH7,https://www.mturk.com/mturk/preview?groupId=3BHRGUFAI84QNQIBJ8V3S9POZJDSCY,https://requester.mturk.com/mturk/manageHITs,Reviewable,50,A1BIJGB7XA0GME,34PGFRQONPJPZEV19FLCG682LU9WJN,2021-07-22 12:46:44-07:00,2021-07-22 13:09:44-07:00,"[{""q1"":{""1"":true,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q10"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":true,""1.84"":false,""2"":false,""video not playing"":false},""q2"":{""1"":true,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q3"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":true,""video not playing"":false},""q4"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":true,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q5"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":true,""2"":false,""video not playing"":false},""q6"":{""1"":false,""1.16"":true,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q7"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":true,""video not playing"":false},""q8"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":true,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q9"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":true,""1.84"":false,""2"":false,""video not playing"":false}}]",1,1,2,1.5,1.84,1.16,2,1.5,1.68,1.68
45,7,3KLL7H3EGD8D6Z2C528TU7DLW1FVH7,https://www.mturk.com/mturk/preview?groupId=3BHRGUFAI84QNQIBJ8V3S9POZJDSCY,https://requester.mturk.com/mturk/manageHITs,Reviewable,50,ASAVY9J0Y08YC,3HRMW88U17YMSW01J55JP3RFOJPM0F,2021-07-22 12:46:43-07:00,2021-07-22 13:09:51-07:00,"[{""q1"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":true,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q10"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":true,""video not playing"":false},""q2"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":true,""video not playing"":false},""q3"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":true,""video not playing"":false},""q4"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":true,""video not playing"":false},""q5"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":true,""video not playing"":false},""q6"":{""1"":true,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q7"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":true,""video not playing"":false},""q8"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":true,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q9"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":true,""video not playing"":false}}]",1.5,2,2,2,2,1,2,1.5,2,2
46,7,3KLL7H3EGD8D6Z2C528TU7DLW1FVH7,https://www.mturk.com/mturk/preview?groupId=3BHRGUFAI84QNQIBJ8V3S9POZJDSCY,https://requester.mturk.com/mturk/manageHITs,Reviewable,50,A16OE8ECS5IXV7,38YMOXR4MV7DBJGUPWRN723XZOSW6K,2021-07-22 12:53:25-07:00,2021-07-22 13:12:47-07:00,"[{""q1"":{""1"":false,""1.16"":false,""1.32"":true,""1.5"":false,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q10"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":true,""1.84"":false,""2"":false,""video not playing"":false},""q2"":{""1"":false,""1.16"":true,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q3"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":true,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q4"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":true,""1.84"":false,""2"":false,""video not playing"":false},""q5"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":true,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q6"":{""1"":false,""1.16"":false,""1.32"":true,""1.5"":false,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q7"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":true,""2"":false,""video not playing"":false},""q8"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":true,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q9"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":true,""1.84"":false,""2"":false,""video not playing"":false}}]",1.32,1.16,1.5,1.68,1.5,1.32,1.84,1.5,1.68,1.68
47,7,3KLL7H3EGD8D6Z2C528TU7DLW1FVH7,https://www.mturk.com/mturk/preview?groupId=3BHRGUFAI84QNQIBJ8V3S9POZJDSCY,https://requester.mturk.com/mturk/manageHITs,Reviewable,50,A180HYVWTCZV4K,3BWI6RSP7HH2YJ88N629RAWTNV8E7M,2021-07-22 13:07:08-07:00,2021-07-22 13:23:10-07:00,"[{""q1"":{""1"":false,""1.16"":true,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q10"":{""1"":false,""1.16"":true,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q2"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":true,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q3"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":true,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q4"":{""1"":false,""1.16"":true,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q5"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":true,""2"":false,""video not playing"":false},""q6"":{""1"":false,""1.16"":true,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q7"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":true,""2"":false,""video not playing"":false},""q8"":{""1"":false,""1.16"":true,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q9"":{""1"":false,""1.16"":true,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false}}]",1.16,1.5,1.5,1.16,1.84,1.16,1.84,1.16,1.16,1.16
48,7,3KLL7H3EGD8D6Z2C528TU7DLW1FVH7,https://www.mturk.com/mturk/preview?groupId=3BHRGUFAI84QNQIBJ8V3S9POZJDSCY,https://requester.mturk.com/mturk/manageHITs,Reviewable,50,A258MR1IS96JEP,31QTRG6Q2ULPAUTZJT8KYZFU51FYPO,2021-07-22 13:17:16-07:00,2021-07-22 13:31:15-07:00,"[{""q1"":{""1"":false,""1.16"":false,""1.32"":true,""1.5"":false,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q10"":{""1"":false,""1.16"":false,""1.32"":true,""1.5"":false,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q2"":{""1"":false,""1.16"":false,""1.32"":true,""1.5"":false,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q3"":{""1"":false,""1.16"":false,""1.32"":true,""1.5"":false,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q4"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":true,""2"":false,""video not playing"":false},""q5"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":true,""2"":false,""video not playing"":false},""q6"":{""1"":false,""1.16"":false,""1.32"":true,""1.5"":false,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q7"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":true,""2"":false,""video not playing"":false},""q8"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":true,""2"":false,""video not playing"":false},""q9"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":true,""2"":false,""video not playing"":false}}]",1.32,1.32,1.32,1.84,1.84,1.32,1.84,1.84,1.84,1.32
49,7,3KLL7H3EGD8D6Z2C528TU7DLW1FVH7,https://www.mturk.com/mturk/preview?groupId=3BHRGUFAI84QNQIBJ8V3S9POZJDSCY,https://requester.mturk.com/mturk/manageHITs,Reviewable,50,A1R3AG41BKW22B,3LOTDFNYA879UC95QPUR18GASNSFW3,2021-07-22 13:27:26-07:00,2021-07-22 13:37:21-07:00,"[{""q1"":{""1"":false,""1.16"":false,""1.32"":true,""1.5"":false,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q10"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":true,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q2"":{""1"":true,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q3"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":true},""q4"":{""1"":false,""1.16"":true,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q5"":{""1"":false,""1.16"":false,""1.32"":true,""1.5"":false,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q6"":{""1"":false,""1.16"":true,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q7"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":true},""q8"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":true,""2"":false,""video not playing"":false},""q9"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":true,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false}}]",1.32,1,video not playing,1.16,1.32,1.16,video not playing,1.84,1.5,1.5
50,8,3OLZC0DJ8JMD2UDWBKQEUJE0WEUVI0,https://www.mturk.com/mturk/preview?groupId=3029CDJAWDN0SIOPJ4QECF76KJPSDY,https://requester.mturk.com/mturk/manageHITs,Reviewable,50,A2JDGT1EKTG1NX,3ERMJ6L4DZ00A70L44QS4I12WXVM7F,2021-07-22 12:16:16-07:00,2021-07-22 12:18:49-07:00,"[{""q1"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":true,""2"":false,""video not playing"":false},""q10"":{""1"":true,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q2"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":true,""1.84"":false,""2"":false,""video not playing"":false},""q3"":{""1"":false,""1.16"":false,""1.32"":true,""1.5"":false,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q4"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":true,""2"":false,""video not playing"":false},""q5"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":true,""1.84"":false,""2"":false,""video not playing"":false},""q6"":{""1"":false,""1.16"":false,""1.32"":true,""1.5"":false,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q7"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":true,""1.84"":false,""2"":false,""video not playing"":false},""q8"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":true,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q9"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":true,""video not playing"":false}}]",1.84,1.68,1.32,1.84,1.68,1.32,1.68,1.5,2,1
51,8,3OLZC0DJ8JMD2UDWBKQEUJE0WEUVI0,https://www.mturk.com/mturk/preview?groupId=3029CDJAWDN0SIOPJ4QECF76KJPSDY,https://requester.mturk.com/mturk/manageHITs,Reviewable,50,A3D2CPLGT6LF13,3GDTJDAPVVJ4AL54E9IYIIXX7H1M82,2021-07-22 12:16:17-07:00,2021-07-22 12:18:56-07:00,"[{""q1"":{""1"":false,""1.16"":true,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q10"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":true,""2"":false,""video not playing"":false},""q2"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":true,""video not playing"":false},""q3"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":true,""2"":false,""video not playing"":false},""q4"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":true,""2"":false,""video not playing"":false},""q5"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":true,""2"":false,""video not playing"":false},""q6"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":true,""2"":false,""video not playing"":false},""q7"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":true,""2"":false,""video not playing"":false},""q8"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":true,""2"":false,""video not playing"":false},""q9"":{""1"":false,""1.16"":false,""1.32"":true,""1.5"":false,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false}}]",1.16,2,1.84,1.84,1.84,1.84,1.84,1.84,1.32,1.84
52,8,3OLZC0DJ8JMD2UDWBKQEUJE0WEUVI0,https://www.mturk.com/mturk/preview?groupId=3029CDJAWDN0SIOPJ4QECF76KJPSDY,https://requester.mturk.com/mturk/manageHITs,Reviewable,50,A3CH1Z6J9R38G9,3DIP6YHAPD06YXDRXBUF5ASOYFAE85,2021-07-22 12:16:14-07:00,2021-07-22 12:20:00-07:00,"[{""q1"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":true,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q10"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":true,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q2"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":true,""2"":false,""video not playing"":false},""q3"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":true,""2"":false,""video not playing"":false},""q4"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":true,""2"":false,""video not playing"":false},""q5"":{""1"":false,""1.16"":false,""1.32"":true,""1.5"":false,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q6"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":true,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q7"":{""1"":false,""1.16"":true,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q8"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":true,""1.84"":false,""2"":false,""video not playing"":false},""q9"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":true,""1.84"":false,""2"":false,""video not playing"":false}}]",1.5,1.84,1.84,1.84,1.32,1.5,1.16,1.68,1.68,1.5
53,8,3OLZC0DJ8JMD2UDWBKQEUJE0WEUVI0,https://www.mturk.com/mturk/preview?groupId=3029CDJAWDN0SIOPJ4QECF76KJPSDY,https://requester.mturk.com/mturk/manageHITs,Reviewable,50,AA66Q3ESNBYAF,3GD6L00D3T5MZLLJFO9J38APTBVM1I,2021-07-22 12:16:15-07:00,2021-07-22 12:21:27-07:00,"[{""q1"":{""1"":false,""1.16"":true,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q10"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":true,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q2"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":true,""2"":false,""video not playing"":false},""q3"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":true,""video not playing"":false},""q4"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":true,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q5"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":true,""1.84"":false,""2"":false,""video not playing"":false},""q6"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":true,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q7"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":true,""1.84"":false,""2"":false,""video not playing"":false},""q8"":{""1"":false,""1.16"":false,""1.32"":true,""1.5"":false,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q9"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":true,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false}}]",1.16,1.84,2,1.5,1.68,1.5,1.68,1.32,1.5,1.5
54,8,3OLZC0DJ8JMD2UDWBKQEUJE0WEUVI0,https://www.mturk.com/mturk/preview?groupId=3029CDJAWDN0SIOPJ4QECF76KJPSDY,https://requester.mturk.com/mturk/manageHITs,Reviewable,50,A1Y25W1Y7KDE5,3IKZ72A5B5OJ7I0RYO345P3JZBONFK,2021-07-22 12:16:12-07:00,2021-07-22 12:21:39-07:00,"[{""q1"":{""1"":false,""1.16"":true,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q10"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":true,""1.84"":false,""2"":false,""video not playing"":false},""q2"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":true,""2"":false,""video not playing"":false},""q3"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":true,""2"":false,""video not playing"":false},""q4"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":true,""video not playing"":false},""q5"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":true,""1.84"":false,""2"":false,""video not playing"":false},""q6"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":true,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q7"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":true,""1.84"":false,""2"":false,""video not playing"":false},""q8"":{""1"":false,""1.16"":false,""1.32"":true,""1.5"":false,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q9"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":true,""1.84"":false,""2"":false,""video not playing"":false}}]",1.16,1.84,1.84,2,1.68,1.5,1.68,1.32,1.68,1.68
55,8,3OLZC0DJ8JMD2UDWBKQEUJE0WEUVI0,https://www.mturk.com/mturk/preview?groupId=3029CDJAWDN0SIOPJ4QECF76KJPSDY,https://requester.mturk.com/mturk/manageHITs,Reviewable,50,A1IMRSDQ7RO9US,39K0FND3AINIT9YJB72CE93SX51MA6,2021-07-22 12:19:12-07:00,2021-07-22 12:21:50-07:00,"[{""q1"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":true,""2"":false,""video not playing"":false},""q10"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":true,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q2"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":true,""video not playing"":false},""q3"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":true,""video not playing"":false},""q4"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":true,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q5"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":true,""2"":false,""video not playing"":false},""q6"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":true,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q7"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":true,""1.84"":false,""2"":false,""video not playing"":false},""q8"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":true,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q9"":{""1"":false,""1.16"":true,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false}}]",1.84,2,2,1.5,1.84,1.5,1.68,1.5,1.16,1.5
56,8,3OLZC0DJ8JMD2UDWBKQEUJE0WEUVI0,https://www.mturk.com/mturk/preview?groupId=3029CDJAWDN0SIOPJ4QECF76KJPSDY,https://requester.mturk.com/mturk/manageHITs,Reviewable,50,A35GK8DK0N0POT,3PM8NZGV8ZOLA144EA17FQYV8R7QX1,2021-07-22 12:19:33-07:00,2021-07-22 12:22:21-07:00,"[{""q1"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":true,""video not playing"":false},""q10"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":true,""2"":false,""video not playing"":false},""q2"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":true,""video not playing"":false},""q3"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":true,""2"":false,""video not playing"":false},""q4"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":true,""1.84"":false,""2"":false,""video not playing"":false},""q5"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":true,""2"":false,""video not playing"":false},""q6"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":true,""1.84"":false,""2"":false,""video not playing"":false},""q7"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":true,""2"":false,""video not playing"":false},""q8"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":true,""2"":false,""video not playing"":false},""q9"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":true,""1.84"":false,""2"":false,""video not playing"":false}}]",2,2,1.84,1.68,1.84,1.68,1.84,1.84,1.68,1.84
57,8,3OLZC0DJ8JMD2UDWBKQEUJE0WEUVI0,https://www.mturk.com/mturk/preview?groupId=3029CDJAWDN0SIOPJ4QECF76KJPSDY,https://requester.mturk.com/mturk/manageHITs,Reviewable,50,A15AGJDQAZP1DI,337RC3OW06AIFFJWMQSTAJ2GIACVLE,2021-07-22 12:17:29-07:00,2021-07-22 12:23:24-07:00,"[{""q1"":{""1"":false,""1.16"":true,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q10"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":true,""1.84"":false,""2"":false,""video not playing"":false},""q2"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":true,""2"":false,""video not playing"":false},""q3"":{""1"":false,""1.16"":false,""1.32"":true,""1.5"":false,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q4"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":true,""2"":false,""video not playing"":false},""q5"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":true,""1.68"":false,""1.84"":false,""2"":false,""video not playing"":false},""q6"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":true,""2"":false,""video not playing"":false},""q7"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":true,""1.84"":false,""2"":false,""video not playing"":false},""q8"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":false,""1.84"":true,""2"":false,""video not playing"":false},""q9"":{""1"":false,""1.16"":false,""1.32"":false,""1.5"":false,""1.68"":true,""1.84"":false,""2"":false,""video not playing"":false}}]",1.16,1.84,1.32,1.84,1.5,1.84,1.68,1.84,1.68,1.68
