"question_id","Mean","Median","Mode","SD","direction_pct","complete_time_median","complete_time_sd","question_type","average_new_expert"
"10-q8",2.2,3,3,1.03,100,9.5,8.94,"hard",0.4
"1-q6",1.9,2,3,1.2,90,6.5,6.32,"easy",1.6
"5-q5",0.2,0.5,1,1.03,50,6.5,8.59,"hard",-0.4
"3-q2",2.6,3,3,0.84,100,17.5,9.98,"easy",0.6
"0-q4",0.1,1,1,2.18,60,5.5,6.33,"hard",-1
"3-q5",-0.4,0,0,0.84,40,17.5,9.98,"hard",0.6
"5-q6",-2.9,-3,-3,0.32,100,6.5,8.59,"easy",-2.4
"3-q8",-2.8,-3,-3,0.42,100,17.5,9.98,"easy",-1.8
"10-q3",3,3,3,0,100,5,4.38,"easy",1.6
"2-q2",3,3,3,0,100,6,2.69,"easy",2.2
"9-q10",1.5,1,1,1.08,90,8,7.4,"easy",0.6
"10-q9",-0.3,0,0,0.82,30,9.5,8.94,"hard",0
"6-q1",-1.9,-2,-3,1.1,90,9.5,5.91,"easy",-1.4
"2-q3",0.5,0,0,1.08,40,6,2.69,"easy",0.8
"6-q3",0.7,0.5,0,0.95,50,9.5,5.91,"hard",0
"8-q4",2,2,1,1.05,100,6,5.56,"easy",1.6
"2-q7",-0.9,-1,0,0.88,60,6,2.69,"hard",0
"1-q2",-2.8,-3,-3,0.42,100,6.5,6.32,"easy",-2.6
"6-q7",2,3,3,1.33,80,9.5,5.91,"easy",0.4
"1-q3",-2.8,-3,-3,0.42,100,6.5,6.32,"easy",-3
"9-q6",-1,-1,-1,1.41,70,8,7.4,"hard",0.2
"8-q5",1.2,1,0,1.32,60,6,5.56,"easy",1.6
"5-q1",-0.5,-0.5,-2,1.84,50,6.5,8.59,"hard",0.8
"1-q9",0.1,0.5,1,1.29,50,6.5,6.32,"hard",0
"0-q8",-0.7,-1,-1,1.16,60,5.5,6.33,"hard",-0.2
"0-q6",3,3,3,0,100,5.5,6.33,"easy",3
"3-q5",-0.5,-0.5,-1,0.85,50,6.5,3.56,"hard",0.6
"1-q10",-2.8,-3,-3,0.42,100,8,8.5,"easy",-3
"3-q10",-0.6,-1,-1,0.52,60,17.5,9.98,"hard",0
"10-q9",-0.4,0,0,0.97,30,5,4.38,"hard",0
"5-q2",-2.4,-2.5,-3,0.7,100,8,8.23,"easy",-1.8
"3-q4",2,3,3,1.33,80,17.5,9.98,"hard",0.4
"2-q9",-1.6,-1,-1,0.84,100,6,2.69,"hard",-0.6
"2-q6",3,3,3,0,100,6,2.69,"easy",3
"9-q9",-0.6,0,0,1.07,30,8,7.4,"hard",0
"3-q3",0.6,0,0,1.26,20,6.5,3.56,"easy",0.6
"10-q7",1.1,1,1,1.45,60,5,4.38,"hard",-0.2
"4-q3",-2.6,-3,-3,0.7,100,12.5,9.27,"easy",-2.2
"4-q6",1.2,1,1,1.03,80,11.5,7.21,"hard",0.4
"0-q2",-1.9,-2,-2,0.88,90,5.5,6.33,"easy",-1.4
"8-q7",1.7,1,1,1.16,90,7,6.2,"hard",0
"4-q5",0.8,0,0,1.55,30,12.5,9.27,"hard",0.6
"10-q7",1.6,1,1,0.97,100,9.5,8.94,"hard",-0.2
"0-q9",-1.2,-1,-1,0.79,90,5.5,5.1,"easy",-1.2
"1-q1",3,3,3,0,100,8,8.5,"easy",2.4
"6-q2",2.8,3,3,0.63,100,16.5,8.51,"easy",2.4
"4-q10",3,3,3,0,100,12.5,9.27,"easy",2.8
"9-q5",-3,-3,-3,0,100,8,7.4,"easy",-3
"5-q1",-0.8,-1,-3,1.87,60,8,8.23,"hard",0.8
"3-q1",0,0,0,0.67,20,6.5,3.56,"hard",-0.6
"8-q1",-1.1,-1,-2,0.88,70,7,6.2,"hard",0
"6-q10",-0.5,-0.5,1,1.35,50,9.5,5.91,"easy",-0.4
"4-q5",1.1,1,3,1.85,60,11.5,7.21,"hard",0.6
"8-q9",0.2,0,0,0.42,20,7,6.2,"hard",-0.8
"3-q1",0.3,0,0,1.16,30,17.5,9.98,"hard",-0.6
"4-q1",-1.5,-1,-1,1.18,80,12.5,9.27,"easy",-0.6
"10-q8",2,2,3,1.05,100,5,4.38,"hard",0.4
"3-q9",0.7,0.5,0,1.49,50,17.5,9.98,"hard",-0.4
"6-q6",-1.4,-1,-1,0.52,100,16.5,8.51,"easy",-1.6
"1-q7",-2.9,-3,-3,0.32,100,6.5,6.32,"easy",-2
"10-q5",0,0,0,0.94,30,9.5,8.94,"hard",0.2
"3-q10",-0.4,-0.5,-1,0.7,50,6.5,3.56,"hard",0
"10-q4",0,0,0,1.7,40,9.5,8.94,"hard",0.2
