"question_id","Mean","Median","Mode","SD","direction_pct","complete_time_median","complete_time_sd","question_type","average_new_expert"
"10-q5",0.2,0,0,1.4,40,9,5.88,"hard",0.2
"6-q7",2.1,3,3,1.2,90,9.5,7.53,"easy",0.4
"9-q2",-1,-1,-1,0.82,90,9.5,9.82,"easy",-1.4
"2-q9",-1.7,-1,-1,0.95,100,8,7.66,"hard",-0.6
"5-q5",0.2,0,0,0.92,40,8,6.6,"hard",-0.4
"9-q1",-1.7,-1.5,-1,1.06,90,7,6.48,"easy",-1.2
"2-q6",2.8,3,3,0.63,100,6.5,7.89,"easy",3
"0-q8",-0.4,-0.5,-1,0.97,50,5,5.15,"hard",-0.2
"9-q1",-1.6,-2,-2,1.17,80,7.5,6.55,"easy",-1.2
"4-q10",3,3,3,0,100,12.5,10.42,"easy",2.8
"5-q3",3,3,3,0,100,8,6.6,"easy",2.6
"1-q10",-2.9,-3,-3,0.32,100,5.5,8.19,"easy",-3
"0-q10",-2.8,-3,-3,0.42,100,3.5,4.11,"easy",-3
"10-q2",-1,-1,-1,1.94,70,9,5.88,"hard",0.4
"8-q10",-0.1,0,0,0.57,20,7,4.4,"hard",0.8
"6-q3",0.3,0.5,1,1.49,50,9.5,7.53,"hard",0
"3-q4",1.8,2,3,1.4,90,6,8.63,"hard",0.4
"3-q10",-0.8,-1,-1,0.42,80,6,8.63,"hard",0
"4-q2",-1.7,-1.5,-3,1.25,80,9.5,8.01,"easy",-1.2
"3-q1",-0.3,-0.5,-2,1.64,50,6.5,7.76,"hard",-0.6
"8-q10",-0.3,-0.5,-1,1.34,50,5.5,5.43,"hard",0.8
"6-q1",-1.2,-1.5,-2,1.48,70,6.5,7.73,"easy",-1.4
"0-q7",-1,-2,-2,2,70,3.5,4.11,"easy",-1.4
"0-q4",-0.5,-1,-2,2.22,60,3.5,4.11,"hard",-1
"2-q4",-0.1,0,0,0.74,10,8,7.66,"hard",-1
"6-q7",2.2,3,3,1.32,80,8.5,6.25,"easy",0.4
"8-q4",1.7,1,1,1.16,90,7,4.4,"easy",1.6
"1-q7",-2.6,-3,-3,0.7,100,14,9.17,"easy",-2
"3-q3",0.4,0,0,1.26,40,6,8.63,"easy",0.6
"3-q1",0.3,0,0,1.06,20,8.5,6.91,"hard",-0.6
"1-q7",-2.6,-3,-3,0.84,100,8.5,5.58,"easy",-2
"9-q5",-3,-3,-3,0,100,9.5,9.82,"easy",-3
"2-q4",-0.6,-1,-1,1.58,60,6,8.75,"hard",-1
"3-q10",-0.1,0,0,1.2,40,8.5,6.91,"hard",0
"4-q1",-0.9,-1,-1,1.73,70,12.5,7.89,"easy",-0.6
"0-q8",-0.6,-0.5,0,0.97,50,3.5,4.11,"hard",-0.2
"8-q7",1.2,1,1,0.63,100,10.5,7.25,"hard",0
"8-q8",-0.7,-1,-1,1.64,80,7,4.4,"easy",-0.6
"5-q5",0.7,1,1,1.06,60,11,9.56,"hard",-0.4
"3-q5",-0.2,0,0,0.92,30,6,8.63,"hard",0.6
"0-q9",-1.3,-1,-1,0.48,100,3.5,4.11,"easy",-1.2
"10-q4",0.5,0.5,0,1.27,50,7.5,9.29,"hard",0.2
"1-q9",0.8,1,1,0.92,60,14,9.17,"hard",0
"6-q6",-1.1,-1.5,-2,1.52,90,6.5,7.73,"easy",-1.6
"6-q5",-2.8,-3,-3,0.42,100,8.5,6.25,"easy",-2.2
"5-q7",-1.8,-2,-3,1.32,90,11,9.56,"easy",-2
"3-q8",-2.3,-2,-2,0.67,100,6,8.63,"easy",-1.8
"10-q8",1.7,2,3,1.49,80,7.5,9.29,"hard",0.4
"1-q6",0.9,1,1,1.29,60,8.5,5.58,"easy",1.6
"7-q2",-1.1,-1.5,-3,1.97,70,21.5,8.3,"hard",-0.8
"5-q7",-2.4,-2,-2,0.52,100,8,6.6,"easy",-2
"0-q4",0.6,1,1,2.22,70,11.5,6.48,"hard",-1
"0-q4",0.2,0,3,2.25,40,5,5.15,"hard",-1
"5-q2",-2.6,-3,-3,0.52,100,10.5,9.31,"easy",-1.8
"10-q4",0.2,0.5,1,1.62,50,9,5.88,"hard",0.2
"1-q9",0.1,0,0,1.6,40,8.5,5.58,"hard",0
"5-q6",-2.8,-3,-3,0.42,100,8,6.6,"easy",-2.4
"6-q1",-1.2,-1.5,-2,1.75,80,11,7.72,"easy",-1.4
"7-q8",-0.1,0,0,1.45,30,21.5,8.3,"hard",0.4
"7-q1",-2,-2,-2,0.94,90,21.5,8.3,"hard",-0.2
"9-q10",1.8,1,1,1.03,100,7.5,6.55,"easy",0.6
"10-q9",-0.3,0,0,0.48,30,9,9.1,"hard",0
"3-q5",-1.1,-1,0,1.1,60,6.5,7.76,"hard",0.6
"7-q5",1,0,0,1.41,40,10.5,4.98,"hard",-0.4
"1-q2",-2.6,-3,-3,0.7,100,14,9.17,"easy",-2.6
"4-q3",-2.4,-2.5,-3,0.7,100,12.5,10.42,"easy",-2.2
"7-q5",1.5,1,1,1.43,80,21.5,8.3,"hard",-0.4
"3-q2",2.8,3,3,0.63,100,6.5,7.76,"easy",0.6
"5-q10",-2.6,-3,-3,0.7,100,11,9.56,"easy",-2.6
"4-q6",1.5,1,1,1.08,90,9.5,8.01,"hard",0.4
"2-q7",-1.1,-1,-1,1.1,70,8,7.66,"hard",0
"2-q10",1.3,1,1,0.95,90,6.5,7.89,"easy",1
"7-q4",0,0.5,1,1.25,50,4.5,5.46,"easy",1.8
"10-q8",1.7,2,3,1.64,90,9,9.1,"hard",0.4
"8-q8",-1.2,-1,-1,1.03,90,5.5,5.43,"easy",-0.6
"9-q9",-0.6,0,0,0.97,40,7,6.48,"hard",0
"7-q8",-0.8,-1,-2,1.03,60,4.5,5.46,"hard",0.4
"7-q9",2.1,3,3,1.2,90,10.5,4.98,"easy",1.8
"10-q7",1.3,1,1,1.34,80,7.5,9.29,"hard",-0.2
"3-q9",0.9,0.5,0,1.2,50,6,8.63,"hard",-0.4
"6-q2",2.6,3,3,0.84,100,9.5,7.53,"easy",2.4
"3-q3",0.7,0.5,0,0.95,50,8.5,6.91,"easy",0.6
"7-q10",0.6,1,1,1.78,70,4.5,5.46,"easy",1.2
"4-q5",1.4,1.5,3,1.71,50,9.5,8.01,"hard",0.6
"10-q1",-1.4,-1.5,-2,1.17,70,7.5,9.29,"easy",-1
"7-q1",-1.5,-1.5,-1,1.18,90,4.5,5.46,"hard",-0.2
"8-q10",0.3,0,0,1.16,30,10.5,7.25,"hard",0.8
"5-q2",-2.2,-2,-2,0.92,90,11,9.56,"easy",-1.8
"3-q3",1.2,1,0,1.32,60,6.5,7.76,"easy",0.6
"2-q9",-1.3,-1,-1,0.95,80,6.5,7.89,"hard",-0.6
"6-q5",-2.6,-3,-3,0.52,100,9.5,7.53,"easy",-2.2
"0-q8",-0.3,0,0,0.82,30,11.5,6.48,"hard",-0.2
"7-q6",-1,-1,-1,1.15,70,10.5,4.98,"easy",-1.8
"8-q2",2.4,3,3,0.97,100,10.5,7.25,"easy",1
"4-q10",3,3,3,0,100,9.5,8.01,"easy",2.8
"8-q1",-0.6,-1,-2,1.65,60,10.5,7.25,"hard",0
"2-q7",-0.8,-0.5,0,1.03,50,6.5,7.89,"hard",0
"10-q2",0.9,1,3,1.73,60,7.5,9.29,"hard",0.4
"7-q9",1.6,2,3,1.71,80,4.5,5.46,"easy",1.8
"6-q8",2.2,3,3,1.03,100,8.5,6.25,"easy",1
"10-q5",-0.3,0,0,0.67,20,9,9.1,"hard",0.2
"9-q7",1.3,1,3,1.7,70,9.5,9.82,"hard",0
"5-q7",-2.5,-3,-3,0.71,100,10.5,9.31,"easy",-2
"7-q2",-1.7,-2,-2,1.06,80,10.5,4.98,"hard",-0.8
"2-q9",-1.9,-2,-1,0.88,100,6,8.75,"hard",-0.6
"5-q8",2.8,3,3,0.63,100,8,6.6,"easy",0.8
"9-q6",-0.8,-0.5,0,1.87,50,7,6.48,"hard",0.2
"6-q2",2.6,3,3,0.84,100,11,7.72,"easy",2.4
"2-q6",3,3,3,0,100,8,7.66,"easy",3
"2-q1",-2.5,-2.5,-2,0.53,100,6,8.75,"easy",-2.2
"10-q7",1.2,1,3,1.93,70,9,9.1,"hard",-0.2
"4-q3",-2.4,-3,-3,1.35,90,9.5,8.01,"easy",-2.2
"6-q3",1.1,1,1,1.1,70,6.5,7.73,"hard",0
"5-q8",2.6,3,3,0.84,100,10.5,9.31,"easy",0.8
"0-q1",-1.6,-2,-2,1.26,80,3.5,4.11,"easy",-2.2
"2-q10",1.9,3,3,1.52,80,8,7.66,"easy",1
"1-q3",-2.4,-2.5,-3,0.7,100,8.5,5.58,"easy",-3
"9-q6",-0.6,-1,-1,1.07,60,9.5,9.82,"hard",0.2
"0-q6",2.8,3,3,0.63,100,11.5,6.48,"easy",3
"7-q9",1.9,3,3,1.52,80,21.5,8.3,"easy",1.8
"5-q1",-0.5,-1,-1,2.22,60,10.5,9.31,"hard",0.8
"5-q1",-0.8,-0.5,-2,1.4,50,11,9.56,"hard",0.8
"10-q5",0.8,0,0,1.23,40,7.5,9.29,"hard",0.2
"2-q1",-2.9,-3,-3,0.32,100,8,7.66,"easy",-2.2
"8-q9",0.7,1,1,1.06,60,7,4.4,"hard",-0.8
"6-q3",0.4,0,0,1.07,30,8.5,6.25,"hard",0
"3-q10",-0.6,-1,-1,1.17,60,6.5,7.76,"hard",0
"7-q2",0.5,0.5,3,2.12,50,4.5,5.46,"hard",-0.8
"6-q6",-1.3,-1,-1,1.06,90,11,7.72,"easy",-1.6
"6-q2",2.1,3,3,1.2,90,8.5,6.25,"easy",2.4
"9-q4",-2.5,-3,-3,0.71,100,7,6.48,"easy",-2.8
"8-q1",-1.1,-1,-2,0.88,70,5.5,5.43,"hard",0
"8-q9",0.4,0,0,1.26,40,10.5,7.25,"hard",-0.8
"5-q5",1.3,1,1,1.34,80,10.5,9.31,"hard",-0.4
"2-q4",-0.3,0,0,1.25,20,6.5,7.89,"hard",-1
"9-q6",-0.3,-0.5,0,1.49,50,7.5,6.55,"hard",0.2
"3-q2",2.8,3,3,0.63,100,8.5,6.91,"easy",0.6
"6-q3",0.9,0,0,1.52,40,11,7.72,"hard",0
"4-q2",-1.8,-2,-3,1.23,80,12.5,10.42,"easy",-1.2
"2-q7",-1.4,-1.5,0,1.17,70,6,8.75,"hard",0
"3-q9",0.2,0,0,1.48,40,8.5,6.91,"hard",-0.4
"9-q1",-1.7,-2,-2,1.16,90,9.5,9.82,"easy",-1.2
"5-q1",-1.5,-2,-2,1.27,80,8,6.6,"hard",0.8
"1-q7",-2.8,-3,-3,0.42,100,5.5,8.19,"easy",-2
"8-q4",1.4,1,3,1.51,70,5.5,5.43,"easy",1.6
"10-q3",2.8,3,3,0.63,100,7.5,9.29,"easy",1.6
"0-q10",-2.8,-3,-3,0.42,100,5,5.15,"easy",-3
"9-q5",-2.8,-3,-3,0.42,100,7,6.48,"easy",-3
"8-q5",1.5,1,3,1.35,70,10.5,7.25,"easy",1.6
"7-q1",-1,-1,-1,1.15,70,10.5,4.98,"hard",-0.2
"0-q10",-2.7,-3,-3,0.48,100,11.5,6.48,"easy",-3
"3-q5",-0.6,-0.5,0,0.97,50,8.5,6.91,"hard",0.6
"5-q10",-2.8,-3,-3,0.42,100,8,6.6,"easy",-2.6
