cow_L,cow_R,question_num,HIT,Worker_id,response
7128,6025,8,1,AAWX7QFQUNM6D,-1
6068,6086,4,1,A2J237J8KM3OCS,-1
6068,6086,4,1,AORHXBTOCXFUK,2
6068,6086,4,1,A353KETOEN0W8T,2
6068,6086,4,1,A28A3HF3LSEIDT,-1
6068,6086,4,1,A3UUH3632AI3ZX,0
6068,6086,4,1,A3L3ZFL1NYFTCF,3
6068,6086,4,1,A31Z5TPD8QKE26,1
6068,6086,4,1,A1IU5OP7BBZHZ7,2
6068,6086,4,1,A1XO6ONCCTBMKW,2
6068,6086,4,1,AISFU4P55HYEH,1
6068,6086,4,1,A2YHSU2IJZ9J14,1
6068,6086,4,1,A2FCGEU5RTEWG8,1
6068,6086,4,1,A3GXSHLBND9E92,0
6068,6086,4,1,AM0JKZVOEOTMA,-3
6068,6086,4,1,A2R0YYUAWNT7UD,-1
6068,6086,4,1,A13XXMDHOULEZ7,0
6068,6086,4,1,AAWX7QFQUNM6D,-1
4035,7060,1,10,A2J237J8KM3OCS,-2
4035,7060,1,10,A28A3HF3LSEIDT,1
4035,7060,1,10,A3UUH3632AI3ZX,-1
4035,7060,1,10,A353KETOEN0W8T,-3
4035,7060,1,10,A31Z5TPD8QKE26,-2
4035,7060,1,10,A3L3ZFL1NYFTCF,-3
4035,7060,1,10,A14PFRHG0A2YY9,-2
4035,7060,1,10,A1IU5OP7BBZHZ7,-3
4035,7060,1,10,A1XO6ONCCTBMKW,-3
4035,7060,1,10,AISFU4P55HYEH,-1
4035,7060,1,10,A2FCGEU5RTEWG8,-2
4035,7060,1,10,A2YHSU2IJZ9J14,-3
4035,7060,1,10,A3GXSHLBND9E92,-3
4035,7060,1,10,AM0JKZVOEOTMA,-3
4035,7060,1,10,AZNIEFUIVB2H0,-2
4035,7060,1,10,A13XXMDHOULEZ7,-3
4035,7060,1,10,A2R0YYUAWNT7UD,-1
4035,7060,1,10,AAWX7QFQUNM6D,-3
5064,7116,8,10,A2J237J8KM3OCS,3
5064,7116,8,10,A28A3HF3LSEIDT,2
5064,7116,8,10,A3UUH3632AI3ZX,1
5064,7116,8,10,A353KETOEN0W8T,2
5064,7116,8,10,A31Z5TPD8QKE26,1
5064,7116,8,10,A3L3ZFL1NYFTCF,2
5064,7116,8,10,A14PFRHG0A2YY9,3
5064,7116,8,10,A1IU5OP7BBZHZ7,2
5064,7116,8,10,A1XO6ONCCTBMKW,-2
5064,7116,8,10,AISFU4P55HYEH,1
5064,7116,8,10,A2FCGEU5RTEWG8,2
5064,7116,8,10,A2YHSU2IJZ9J14,2
5064,7116,8,10,A3GXSHLBND9E92,1
5064,7116,8,10,AM0JKZVOEOTMA,3
5064,7116,8,10,AZNIEFUIVB2H0,2
5064,7116,8,10,A13XXMDHOULEZ7,1
5064,7116,8,10,A2R0YYUAWNT7UD,1
5064,7116,8,10,AAWX7QFQUNM6D,-1
6046,4026,6,10,A2J237J8KM3OCS,0
6046,4026,6,10,A28A3HF3LSEIDT,1
6046,4026,6,10,A3UUH3632AI3ZX,0
6046,4026,6,10,A353KETOEN0W8T,2
6046,4026,6,10,A31Z5TPD8QKE26,0
6046,4026,6,10,A3L3ZFL1NYFTCF,2
6046,4026,6,10,A14PFRHG0A2YY9,2
6046,4026,6,10,A1IU5OP7BBZHZ7,1
6046,4026,6,10,A1XO6ONCCTBMKW,2
6046,4026,6,10,AISFU4P55HYEH,0
6046,4026,6,10,A2FCGEU5RTEWG8,2
6046,4026,6,10,A2YHSU2IJZ9J14,3
6046,4026,6,10,A3GXSHLBND9E92,0
6046,4026,6,10,AM0JKZVOEOTMA,2
6046,4026,6,10,AZNIEFUIVB2H0,1
6046,4026,6,10,A13XXMDHOULEZ7,1
6046,4026,6,10,A2R0YYUAWNT7UD,0
6046,4026,6,10,AAWX7QFQUNM6D,1
6096,5064,5,10,A2J237J8KM3OCS,2
6096,5064,5,10,A28A3HF3LSEIDT,2
6096,5064,5,10,A3UUH3632AI3ZX,2
6096,5064,5,10,A353KETOEN0W8T,-1
6096,5064,5,10,A31Z5TPD8QKE26,-1
6096,5064,5,10,A3L3ZFL1NYFTCF,-2
6096,5064,5,10,A14PFRHG0A2YY9,2
6096,5064,5,10,A1IU5OP7BBZHZ7,0
6096,5064,5,10,A1XO6ONCCTBMKW,2
6096,5064,5,10,AISFU4P55HYEH,1
6096,5064,5,10,A2FCGEU5RTEWG8,1
6096,5064,5,10,A2YHSU2IJZ9J14,2
6096,5064,5,10,A3GXSHLBND9E92,1
6096,5064,5,10,AM0JKZVOEOTMA,3
6096,5064,5,10,AZNIEFUIVB2H0,2
6096,5064,5,10,A13XXMDHOULEZ7,2
6096,5064,5,10,A2R0YYUAWNT7UD,2
6096,5064,5,10,AAWX7QFQUNM6D,1
7064,7116,4,10,A2J237J8KM3OCS,2
7064,7116,4,10,A28A3HF3LSEIDT,3
7064,7116,4,10,A3UUH3632AI3ZX,0
7064,7116,4,10,A353KETOEN0W8T,2
7064,7116,4,10,A31Z5TPD8QKE26,-1
7064,7116,4,10,A3L3ZFL1NYFTCF,2
7064,7116,4,10,A14PFRHG0A2YY9,2
7064,7116,4,10,A1IU5OP7BBZHZ7,1
7064,7116,4,10,A1XO6ONCCTBMKW,2
7064,7116,4,10,AISFU4P55HYEH,1
7064,7116,4,10,A2FCGEU5RTEWG8,2
7064,7116,4,10,A2YHSU2IJZ9J14,2
7064,7116,4,10,A3GXSHLBND9E92,1
7064,7116,4,10,AM0JKZVOEOTMA,3
7064,7116,4,10,AZNIEFUIVB2H0,2
7064,7116,4,10,A13XXMDHOULEZ7,1
7064,7116,4,10,A2R0YYUAWNT7UD,1
7064,7116,4,10,AAWX7QFQUNM6D,1
5087,7153,3,10,A2J237J8KM3OCS,-3
5087,7153,3,10,A28A3HF3LSEIDT,-3
5087,7153,3,10,A3UUH3632AI3ZX,-1
5087,7153,3,10,A353KETOEN0W8T,-3
5087,7153,3,10,A31Z5TPD8QKE26,-3
5087,7153,3,10,A3L3ZFL1NYFTCF,-3
5087,7153,3,10,A14PFRHG0A2YY9,-3
5087,7153,3,10,A1IU5OP7BBZHZ7,-3
5087,7153,3,10,A1XO6ONCCTBMKW,-2
5087,7153,3,10,AISFU4P55HYEH,1
5087,7153,3,10,A2FCGEU5RTEWG8,-3
5087,7153,3,10,A2YHSU2IJZ9J14,-3
5087,7153,3,10,A3GXSHLBND9E92,-2
5087,7153,3,10,AM0JKZVOEOTMA,-3
5087,7153,3,10,AZNIEFUIVB2H0,-2
5087,7153,3,10,A13XXMDHOULEZ7,-2
5087,7153,3,10,A2R0YYUAWNT7UD,-2
5087,7153,3,10,AAWX7QFQUNM6D,-3
7045,4035,9,10,A2J237J8KM3OCS,1
7045,4035,9,10,A28A3HF3LSEIDT,2
7045,4035,9,10,A3UUH3632AI3ZX,1
7045,4035,9,10,A353KETOEN0W8T,3
7045,4035,9,10,A31Z5TPD8QKE26,2
7045,4035,9,10,A3L3ZFL1NYFTCF,3
7045,4035,9,10,A14PFRHG0A2YY9,2
7045,4035,9,10,A1IU5OP7BBZHZ7,3
7045,4035,9,10,A1XO6ONCCTBMKW,3
7045,4035,9,10,AISFU4P55HYEH,1
7045,4035,9,10,A2FCGEU5RTEWG8,2
7045,4035,9,10,A2YHSU2IJZ9J14,3
7045,4035,9,10,A3GXSHLBND9E92,2
7045,4035,9,10,AM0JKZVOEOTMA,3
7045,4035,9,10,AZNIEFUIVB2H0,2
7045,4035,9,10,A13XXMDHOULEZ7,3
7045,4035,9,10,A2R0YYUAWNT7UD,0
7045,4035,9,10,AAWX7QFQUNM6D,3
6095,7128,10,10,A2J237J8KM3OCS,-2
6095,7128,10,10,A28A3HF3LSEIDT,-2
6095,7128,10,10,A3UUH3632AI3ZX,-2
6095,7128,10,10,A353KETOEN0W8T,2
6095,7128,10,10,A31Z5TPD8QKE26,-1
6095,7128,10,10,A3L3ZFL1NYFTCF,2
6095,7128,10,10,A14PFRHG0A2YY9,-1
6095,7128,10,10,A1IU5OP7BBZHZ7,0
6095,7128,10,10,A1XO6ONCCTBMKW,-2
6095,7128,10,10,AISFU4P55HYEH,-1
6095,7128,10,10,A2FCGEU5RTEWG8,-1
6095,7128,10,10,A2YHSU2IJZ9J14,1
6095,7128,10,10,A3GXSHLBND9E92,-1
6095,7128,10,10,AM0JKZVOEOTMA,-3
6095,7128,10,10,AZNIEFUIVB2H0,-1
6095,7128,10,10,A13XXMDHOULEZ7,0
6095,7128,10,10,A2R0YYUAWNT7UD,0
6095,7128,10,10,AAWX7QFQUNM6D,-1
6046,4008,2,11,A28A3HF3LSEIDT,1
6046,4008,2,11,A3UUH3632AI3ZX,1
6046,4008,2,11,A2J237J8KM3OCS,1
6046,4008,2,11,A31Z5TPD8QKE26,0
6046,4008,2,11,A353KETOEN0W8T,2
6046,4008,2,11,A3L3ZFL1NYFTCF,2
6046,4008,2,11,A14PFRHG0A2YY9,2
6046,4008,2,11,A1IU5OP7BBZHZ7,3
6046,4008,2,11,A1XO6ONCCTBMKW,3
6046,4008,2,11,A1IOMFFEKCWOIT,3
6046,4008,2,11,AISFU4P55HYEH,1
6046,4008,2,11,A2FCGEU5RTEWG8,2
6046,4008,2,11,A2YHSU2IJZ9J14,2
6046,4008,2,11,A3GXSHLBND9E92,2
6046,4008,2,11,AM0JKZVOEOTMA,3
6046,4008,2,11,AZNIEFUIVB2H0,1
6046,4008,2,11,A13XXMDHOULEZ7,2
6046,4008,2,11,A2R0YYUAWNT7UD,1
6046,4008,2,11,AAWX7QFQUNM6D,2
5087,7109,3,11,A28A3HF3LSEIDT,-2
5087,7109,3,11,A3UUH3632AI3ZX,-2
5087,7109,3,11,A2J237J8KM3OCS,-3
5087,7109,3,11,A31Z5TPD8QKE26,-3
5087,7109,3,11,A353KETOEN0W8T,-3
5087,7109,3,11,A3L3ZFL1NYFTCF,-3
5087,7109,3,11,A14PFRHG0A2YY9,-2
5087,7109,3,11,A1IU5OP7BBZHZ7,-3
5087,7109,3,11,A1XO6ONCCTBMKW,-3
5087,7109,3,11,A1IOMFFEKCWOIT,-3
5087,7109,3,11,AISFU4P55HYEH,0
5087,7109,3,11,A2FCGEU5RTEWG8,-2
5087,7109,3,11,A2YHSU2IJZ9J14,-3
5087,7109,3,11,A3GXSHLBND9E92,-2
5087,7109,3,11,AM0JKZVOEOTMA,-3
5087,7109,3,11,AZNIEFUIVB2H0,-2
5087,7109,3,11,A13XXMDHOULEZ7,-1
5087,7109,3,11,A2R0YYUAWNT7UD,-2
5087,7109,3,11,AAWX7QFQUNM6D,-3
6068,7109,4,11,A28A3HF3LSEIDT,-1
6068,7109,4,11,A3UUH3632AI3ZX,3
6068,7109,4,11,A2J237J8KM3OCS,-2
6068,7109,4,11,A31Z5TPD8QKE26,-1
6068,7109,4,11,A353KETOEN0W8T,-1
6068,7109,4,11,A3L3ZFL1NYFTCF,-2
6068,7109,4,11,A14PFRHG0A2YY9,1
6068,7109,4,11,A1IU5OP7BBZHZ7,-2
6068,7109,4,11,A1XO6ONCCTBMKW,-2
6068,7109,4,11,A1IOMFFEKCWOIT,0
6068,7109,4,11,AISFU4P55HYEH,-1
6068,7109,4,11,A2FCGEU5RTEWG8,-2
6068,7109,4,11,A2YHSU2IJZ9J14,-1
6068,7109,4,11,A3GXSHLBND9E92,-1
6068,7109,4,11,AM0JKZVOEOTMA,-3
6068,7109,4,11,AZNIEFUIVB2H0,1
6068,7109,4,11,A13XXMDHOULEZ7,0
6068,7109,4,11,A2R0YYUAWNT7UD,0
6068,7109,4,11,AAWX7QFQUNM6D,-2
7128,6053,5,11,A28A3HF3LSEIDT,1
7128,6053,5,11,A3UUH3632AI3ZX,0
7128,6053,5,11,A2J237J8KM3OCS,-2
7128,6053,5,11,A31Z5TPD8QKE26,-1
7128,6053,5,11,A353KETOEN0W8T,-2
7128,6053,5,11,A3L3ZFL1NYFTCF,-2
7128,6053,5,11,A14PFRHG0A2YY9,1
7128,6053,5,11,A1IU5OP7BBZHZ7,1
7128,6053,5,11,A1XO6ONCCTBMKW,2
7128,6053,5,11,A1IOMFFEKCWOIT,2
7128,6053,5,11,AISFU4P55HYEH,0
7128,6053,5,11,A2FCGEU5RTEWG8,-1
7128,6053,5,11,A2YHSU2IJZ9J14,-2
7128,6053,5,11,A3GXSHLBND9E92,-1
7128,6053,5,11,AM0JKZVOEOTMA,2
7128,6053,5,11,AZNIEFUIVB2H0,-2
7128,6053,5,11,A13XXMDHOULEZ7,0
7128,6053,5,11,A2R0YYUAWNT7UD,-1
7128,6053,5,11,AAWX7QFQUNM6D,0
7064,6094,8,11,A28A3HF3LSEIDT,-2
7064,6094,8,11,A3UUH3632AI3ZX,-2
7064,6094,8,11,A2J237J8KM3OCS,-2
7064,6094,8,11,A31Z5TPD8QKE26,-2
7064,6094,8,11,A353KETOEN0W8T,-1
7064,6094,8,11,A3L3ZFL1NYFTCF,-1
7064,6094,8,11,A14PFRHG0A2YY9,-1
7064,6094,8,11,A1IU5OP7BBZHZ7,-2
7064,6094,8,11,A1XO6ONCCTBMKW,-3
7064,6094,8,11,A1IOMFFEKCWOIT,-2
7064,6094,8,11,AISFU4P55HYEH,-1
7064,6094,8,11,A2FCGEU5RTEWG8,-1
7064,6094,8,11,A2YHSU2IJZ9J14,-2
7064,6094,8,11,A3GXSHLBND9E92,-2
7064,6094,8,11,AM0JKZVOEOTMA,-3
7064,6094,8,11,AZNIEFUIVB2H0,-2
7064,6094,8,11,A13XXMDHOULEZ7,-2
7064,6094,8,11,A2R0YYUAWNT7UD,-3
7064,6094,8,11,AAWX7QFQUNM6D,-1
6046,6029,9,11,A28A3HF3LSEIDT,0
6046,6029,9,11,A3UUH3632AI3ZX,0
6046,6029,9,11,A2J237J8KM3OCS,0
6046,6029,9,11,A31Z5TPD8QKE26,-1
6046,6029,9,11,A353KETOEN0W8T,0
6046,6029,9,11,A3L3ZFL1NYFTCF,0
6046,6029,9,11,A14PFRHG0A2YY9,1
6046,6029,9,11,A1IU5OP7BBZHZ7,0
6046,6029,9,11,A1XO6ONCCTBMKW,2
6046,6029,9,11,A1IOMFFEKCWOIT,0
6046,6029,9,11,AISFU4P55HYEH,0
6046,6029,9,11,A2FCGEU5RTEWG8,0
6046,6029,9,11,A2YHSU2IJZ9J14,1
6046,6029,9,11,A3GXSHLBND9E92,0
6046,6029,9,11,AM0JKZVOEOTMA,-2
6046,6029,9,11,AZNIEFUIVB2H0,1
6046,6029,9,11,A13XXMDHOULEZ7,0
6046,6029,9,11,A2R0YYUAWNT7UD,1
6046,6029,9,11,AAWX7QFQUNM6D,0
6086,7116,10,11,A28A3HF3LSEIDT,1
6086,7116,10,11,A3UUH3632AI3ZX,2
6086,7116,10,11,A2J237J8KM3OCS,3
6086,7116,10,11,A31Z5TPD8QKE26,-2
6086,7116,10,11,A353KETOEN0W8T,-3
6086,7116,10,11,A3L3ZFL1NYFTCF,-2
6086,7116,10,11,A14PFRHG0A2YY9,3
6086,7116,10,11,A1IU5OP7BBZHZ7,3
6086,7116,10,11,A1XO6ONCCTBMKW,2
6086,7116,10,11,A1IOMFFEKCWOIT,3
6086,7116,10,11,AISFU4P55HYEH,1
6086,7116,10,11,A2FCGEU5RTEWG8,1
6086,7116,10,11,A2YHSU2IJZ9J14,2
6086,7116,10,11,A3GXSHLBND9E92,2
6086,7116,10,11,AM0JKZVOEOTMA,-1
6086,7116,10,11,AZNIEFUIVB2H0,2
6086,7116,10,11,A13XXMDHOULEZ7,2
6086,7116,10,11,A2R0YYUAWNT7UD,2
6086,7116,10,11,AAWX7QFQUNM6D,3
8083,5118,1,11,A28A3HF3LSEIDT,-2
8083,5118,1,11,A3UUH3632AI3ZX,-1
8083,5118,1,11,A2J237J8KM3OCS,-2
8083,5118,1,11,A31Z5TPD8QKE26,-1
8083,5118,1,11,A353KETOEN0W8T,2
8083,5118,1,11,A3L3ZFL1NYFTCF,2
8083,5118,1,11,A14PFRHG0A2YY9,-2
8083,5118,1,11,A1IU5OP7BBZHZ7,-1
8083,5118,1,11,A1XO6ONCCTBMKW,-3
8083,5118,1,11,A1IOMFFEKCWOIT,-3
8083,5118,1,11,AISFU4P55HYEH,-1
8083,5118,1,11,A2FCGEU5RTEWG8,1
8083,5118,1,11,A2YHSU2IJZ9J14,-1
8083,5118,1,11,A3GXSHLBND9E92,-2
8083,5118,1,11,AM0JKZVOEOTMA,-3
8083,5118,1,11,AZNIEFUIVB2H0,-1
8083,5118,1,11,A13XXMDHOULEZ7,-1
8083,5118,1,11,A2R0YYUAWNT7UD,-2
8083,5118,1,11,AAWX7QFQUNM6D,-1
7109,7060,9,12,A28A3HF3LSEIDT,-1
7109,7060,9,12,A3UUH3632AI3ZX,0
7109,7060,9,12,A1XO6ONCCTBMKW,-3
7109,7060,9,12,A2J237J8KM3OCS,-2
7109,7060,9,12,A31Z5TPD8QKE26,1
7109,7060,9,12,A14PFRHG0A2YY9,-1
7109,7060,9,12,A353KETOEN0W8T,1
7109,7060,9,12,A3L3ZFL1NYFTCF,-1
7109,7060,9,12,AISFU4P55HYEH,0
7109,7060,9,12,A2YHSU2IJZ9J14,1
7109,7060,9,12,A3GXSHLBND9E92,0
7109,7060,9,12,AM0JKZVOEOTMA,-1
7109,7060,9,12,A13XXMDHOULEZ7,0
7109,7060,9,12,AAWX7QFQUNM6D,1
5064,6025,1,12,A28A3HF3LSEIDT,-1
5064,6025,1,12,A3UUH3632AI3ZX,-1
5064,6025,1,12,A1XO6ONCCTBMKW,-3
5064,6025,1,12,A2J237J8KM3OCS,-3
5064,6025,1,12,A31Z5TPD8QKE26,1
5064,6025,1,12,A14PFRHG0A2YY9,-1
5064,6025,1,12,A353KETOEN0W8T,1
5064,6025,1,12,A3L3ZFL1NYFTCF,1
5064,6025,1,12,AISFU4P55HYEH,-1
5064,6025,1,12,A2YHSU2IJZ9J14,-3
5064,6025,1,12,A3GXSHLBND9E92,-2
5064,6025,1,12,AM0JKZVOEOTMA,-3
5064,6025,1,12,A13XXMDHOULEZ7,-1
5064,6025,1,12,AAWX7QFQUNM6D,-2
5087,5064,2,12,A28A3HF3LSEIDT,0
