HIT,HIT_id,HIT_website_address,HIT_results_address,HIT_status,submitted_assignments,Worker_id,Assignment_id,Accept_time,Submit_time,Full_response,isBot,assignment_status,comment,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10
19,3KG2UQJ0MJVDBNS6M19WT4B9LEVNQ6,https://www.mturk.com/mturk/preview?groupId=3JUV1CRER4V6WP7I6KGYDLJNTAUW2G,https://requester.mturk.com/mturk/manageHITs,Reviewable,17,A1XO6ONCCTBMKW,3IXQG4FA2U685ZKHSCY34YHH4T2B9J,2023-08-30 02:52:52-07:00,2023-08-30 03:06:57-07:00,"[{""comment"":""good"",""q1"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":true,""3"":false,""video not playing"":false},""q10"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q2"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":true,""3"":false,""video not playing"":false},""q3"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q4"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q5"":{""-1"":false,""-2"":false,""-3"":true,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q6"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q7"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":true,""video not playing"":false},""q8"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":true,""3"":false,""video not playing"":false},""q9"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":true,""video not playing"":false},""worker_ip"":""136.185.176.149-""}]",,Approved,good,2,2,-2,0,-3,-2,3,2,3,-2
19,3KG2UQJ0MJVDBNS6M19WT4B9LEVNQ6,https://www.mturk.com/mturk/preview?groupId=3JUV1CRER4V6WP7I6KGYDLJNTAUW2G,https://requester.mturk.com/mturk/manageHITs,Reviewable,17,AISFU4P55HYEH,3OE22WJIGJWTTXA995QKVJZU3E3UQV,2023-08-30 03:35:04-07:00,2023-08-30 04:03:49-07:00,"[{""q1"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q10"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q2"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q3"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q4"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q5"":{""-1"":false,""-2"":false,""-3"":true,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q6"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q7"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q8"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q9"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":true,""3"":false,""video not playing"":false},""worker_ip"":""103.210.207.243-""}]",,Approved,,-1,0,0,0,-3,0,1,0,2,-1
19,3KG2UQJ0MJVDBNS6M19WT4B9LEVNQ6,https://www.mturk.com/mturk/preview?groupId=3JUV1CRER4V6WP7I6KGYDLJNTAUW2G,https://requester.mturk.com/mturk/manageHITs,Reviewable,17,A1IU5OP7BBZHZ7,34FNN24DCNHLHKBGZEZ60TAG4915Y8,2023-08-30 05:46:12-07:00,2023-08-30 05:53:15-07:00,"[{""q1"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q10"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q2"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q3"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q4"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q5"":{""-1"":false,""-2"":false,""-3"":true,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q6"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q7"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":true,""3"":false,""video not playing"":false},""q8"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q9"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":true,""3"":false,""video not playing"":false},""worker_ip"":""49.205.81.171-""}]",,Approved,,0,0,0,0,-3,0,2,0,2,0
19,3KG2UQJ0MJVDBNS6M19WT4B9LEVNQ6,https://www.mturk.com/mturk/preview?groupId=3JUV1CRER4V6WP7I6KGYDLJNTAUW2G,https://requester.mturk.com/mturk/manageHITs,Reviewable,17,A2YHSU2IJZ9J14,3TXMY6UCAFWX73T9NE5K1DDOXKTCQD,2023-08-30 08:33:31-07:00,2023-08-30 08:39:26-07:00,"[{""q1"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":true,""3"":false,""video not playing"":false},""q10"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":true,""video not playing"":false},""q2"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q3"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q4"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q5"":{""-1"":false,""-2"":false,""-3"":true,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q6"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q7"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":true,""video not playing"":false},""q8"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q9"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":true,""video not playing"":false},""worker_ip"":""116.88.74.7-""}]",,Approved,,2,1,1,0,-3,-1,3,1,3,3
19,3KG2UQJ0MJVDBNS6M19WT4B9LEVNQ6,https://www.mturk.com/mturk/preview?groupId=3JUV1CRER4V6WP7I6KGYDLJNTAUW2G,https://requester.mturk.com/mturk/manageHITs,Reviewable,17,A3L3ZFL1NYFTCF,3Q8GYXHFEQA8EHAB3MHH32IX1P55CU,2023-08-30 09:48:11-07:00,2023-08-30 09:52:42-07:00,"[{""q1"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q10"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":true,""3"":false,""video not playing"":false},""q2"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q3"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q4"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q5"":{""-1"":false,""-2"":false,""-3"":true,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q6"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q7"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":true,""video not playing"":false},""q8"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q9"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":true,""video not playing"":false},""worker_ip"":""106.208.29.66-""}]",,Approved,,1,-1,-1,0,-3,-2,3,-1,3,2
19,3KG2UQJ0MJVDBNS6M19WT4B9LEVNQ6,https://www.mturk.com/mturk/preview?groupId=3JUV1CRER4V6WP7I6KGYDLJNTAUW2G,https://requester.mturk.com/mturk/manageHITs,Reviewable,17,A14PFRHG0A2YY9,384PI804XT9PQRD632151CQO6LYS0A,2023-08-30 10:27:57-07:00,2023-08-30 10:31:57-07:00,"[{""q1"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q10"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q2"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q3"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q4"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q5"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q6"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q7"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q8"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q9"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":true,""3"":false,""video not playing"":false},""worker_ip"":""172.58.89.16-""}]",,Approved,,0,0,0,0,-2,-1,1,0,2,1
19,3KG2UQJ0MJVDBNS6M19WT4B9LEVNQ6,https://www.mturk.com/mturk/preview?groupId=3JUV1CRER4V6WP7I6KGYDLJNTAUW2G,https://requester.mturk.com/mturk/manageHITs,Reviewable,17,A353KETOEN0W8T,3R3YRB5GRGB16H3SK9TY5JKP05QUAG,2023-08-30 11:01:24-07:00,2023-08-30 11:08:51-07:00,"[{""q1"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q10"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q2"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q3"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q4"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q5"":{""-1"":false,""-2"":false,""-3"":true,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q6"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q7"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":true,""video not playing"":false},""q8"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q9"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":true,""video not playing"":false},""worker_ip"":""49.37.152.100-""}]",,Approved,,1,1,-1,0,-3,-1,3,1,3,1
19,3KG2UQJ0MJVDBNS6M19WT4B9LEVNQ6,https://www.mturk.com/mturk/preview?groupId=3JUV1CRER4V6WP7I6KGYDLJNTAUW2G,https://requester.mturk.com/mturk/manageHITs,Reviewable,17,A2J237J8KM3OCS,3H8DHMCCWAJL1S1SA5GYPXJXJIIKD6,2023-08-30 13:14:04-07:00,2023-08-30 13:32:30-07:00,"[{""q1"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q10"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":true,""3"":false,""video not playing"":false},""q2"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q3"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q4"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q5"":{""-1"":false,""-2"":false,""-3"":true,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q6"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q7"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":true,""video not playing"":false},""q8"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q9"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":true,""video not playing"":false},""worker_ip"":""45.119.30.211-""}]",,Approved,,-1,1,-2,0,-3,-1,3,-2,3,2
19,3KG2UQJ0MJVDBNS6M19WT4B9LEVNQ6,https://www.mturk.com/mturk/preview?groupId=3JUV1CRER4V6WP7I6KGYDLJNTAUW2G,https://requester.mturk.com/mturk/manageHITs,Reviewable,17,A13XXMDHOULEZ7,3B3WTRP3DCAEHMKL9J5S35EDBCK92P,2023-08-31 05:48:03-07:00,2023-08-31 05:51:54-07:00,"[{""q1"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q10"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q2"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q3"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q4"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q5"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q6"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q7"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":true,""3"":false,""video not playing"":false},""q8"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q9"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":true,""video not playing"":false}}]",,Approved,,1,0,0,0,-2,-1,2,-1,3,1
19,3KG2UQJ0MJVDBNS6M19WT4B9LEVNQ6,https://www.mturk.com/mturk/preview?groupId=3JUV1CRER4V6WP7I6KGYDLJNTAUW2G,https://requester.mturk.com/mturk/manageHITs,Reviewable,17,A2R0YYUAWNT7UD,32EYX73OY1HT5YP9MKFK099026ZUR7,2023-09-02 13:34:03-07:00,2023-09-02 13:35:42-07:00,"[{""q1"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q10"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":true,""3"":false,""video not playing"":false},""q2"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q3"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q4"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q5"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q6"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q7"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":true,""3"":false,""video not playing"":false},""q8"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q9"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""worker_ip"":""96.249.154.38-""}]",,Approved,,0,0,0,0,-1,-1,2,0,1,2
19,3KG2UQJ0MJVDBNS6M19WT4B9LEVNQ6,https://www.mturk.com/mturk/preview?groupId=3JUV1CRER4V6WP7I6KGYDLJNTAUW2G,https://requester.mturk.com/mturk/manageHITs,Reviewable,17,A3GXSHLBND9E92,3HVVDCPGTF0N2MM60AH439GVMX3YTI,2023-09-03 08:32:31-07:00,2023-09-03 08:39:55-07:00,"[{""q1"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q10"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q2"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q3"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q4"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q5"":{""-1"":false,""-2"":false,""-3"":true,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q6"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q7"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":true,""3"":false,""video not playing"":false},""q8"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q9"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":true},""worker_ip"":""223.190.220.151-""}]",,Approved,,-1,0,0,0,-3,-1,2,0,video not playing,-1
19,3KG2UQJ0MJVDBNS6M19WT4B9LEVNQ6,https://www.mturk.com/mturk/preview?groupId=3JUV1CRER4V6WP7I6KGYDLJNTAUW2G,https://requester.mturk.com/mturk/manageHITs,Reviewable,17,A3UUH3632AI3ZX,3ZGVPD4G6UPN7CWBWWJNHGPX56YTZ2,2023-09-20 13:26:25-07:00,2023-09-20 13:28:12-07:00,"[{""q1"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q10"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q2"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q3"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q4"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q5"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q6"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q7"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q8"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q9"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""worker_ip"":""72.208.196.162-undefined""}]",undefined,Submitted,,-1,0,0,0,-1,-1,-2,-1,0,1
19,3KG2UQJ0MJVDBNS6M19WT4B9LEVNQ6,https://www.mturk.com/mturk/preview?groupId=3JUV1CRER4V6WP7I6KGYDLJNTAUW2G,https://requester.mturk.com/mturk/manageHITs,Reviewable,17,A2FCGEU5RTEWG8,33FBRBDW6P7R1ZTD1KOKFMSPLKOC8F,2023-09-25 02:14:53-07:00,2023-09-25 02:20:17-07:00,"[{""q1"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q10"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":true,""3"":false,""video not playing"":false},""q2"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q3"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q4"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q5"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q6"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q7"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q8"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q9"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":true,""3"":false,""video not playing"":false},""worker_ip"":""174.242.64.157-undefined""}]",undefined,Submitted,,1,1,0,0,-2,-2,1,-2,2,2
20,3OEWW2KGQJI14ZODIU3P8U4FS9BDO6,https://www.mturk.com/mturk/preview?groupId=3ABSYNXI568W3TBBG2ZISUXLZFBMWX,https://requester.mturk.com/mturk/manageHITs,Reviewable,16,A28A3HF3LSEIDT,3S3AMIZX3VD3IUP4ISZ01E6PDX3CDQ,2023-08-30 01:36:40-07:00,2023-08-30 01:45:30-07:00,"[{""comment"":""nice"",""q1"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q10"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q2"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q3"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q4"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q5"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q6"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q7"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":true,""2"":false,""3"":false,""video not playing"":false},""q8"":{""-1"":false,""-2"":false,""-3"":false,""0"":true,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q9"":{""-1"":true,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""worker_ip"":""106.205.78.191-""}]",,Approved,nice,1,1,-1,-1,1,1,1,0,-1,0
20,3OEWW2KGQJI14ZODIU3P8U4FS9BDO6,https://www.mturk.com/mturk/preview?groupId=3ABSYNXI568W3TBBG2ZISUXLZFBMWX,https://requester.mturk.com/mturk/manageHITs,Reviewable,16,A1IOMFFEKCWOIT,36NEMU28XGLF0M1MCCY4WY0MERDWM1,2023-08-30 01:36:54-07:00,2023-08-30 01:51:07-07:00,"[{""comment"":""nice"",""q1"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":true,""video not playing"":false},""q10"":{""-1"":false,""-2"":false,""-3"":true,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q2"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":true,""video not playing"":false},""q3"":{""-1"":false,""-2"":false,""-3"":true,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q4"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q5"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":true,""video not playing"":false},""q6"":{""-1"":false,""-2"":false,""-3"":true,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q7"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":true,""video not playing"":false},""q8"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":true},""q9"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":true,""video not playing"":false},""worker_ip"":""136.185.166.1-""}]",,Approved,nice,3,3,-3,-2,3,-3,3,video not playing,3,-3
20,3OEWW2KGQJI14ZODIU3P8U4FS9BDO6,https://www.mturk.com/mturk/preview?groupId=3ABSYNXI568W3TBBG2ZISUXLZFBMWX,https://requester.mturk.com/mturk/manageHITs,Reviewable,16,A1XO6ONCCTBMKW,37Z929RLGAGQ60AX14PFLNST2MDTSK,2023-08-30 01:36:42-07:00,2023-08-30 01:56:09-07:00,"[{""comment"":""good"",""q1"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":true,""3"":false,""video not playing"":false},""q10"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":true,""3"":false,""video not playing"":false},""q2"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":true,""3"":false,""video not playing"":false},""q3"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q4"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q5"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":true,""video not playing"":false},""q6"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q7"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":true,""3"":false,""video not playing"":false},""q8"":{""-1"":false,""-2"":true,""-3"":false,""0"":false,""1"":false,""2"":false,""3"":false,""video not playing"":false},""q9"":{""-1"":false,""-2"":false,""-3"":false,""0"":false,""1"":false,""2"":true,""3"":false,""video not playing"":false},""worker_ip"":""136.185.176.149-""}]",,Approved,good,2,2,-2,-2,3,-2,2,-2,2,2
