"","Cow","date","question_num","HIT","Worker_id","GS_round","GS"
"89",6086,"6/11/21",9,0,"DW",1,3
"90",6086,"6/11/21",9,0,"DW",2,2
"91",6086,"6/11/21",9,0,"RD",1,3
"92",6086,"6/11/21",9,0,"AS",1,3
"93",6086,"6/11/21",9,0,"HE",1,4
"94",6086,"6/11/21",9,0,"DW",3,2
"95",6086,"6/11/21",9,0,"HE",2,4
"96",6086,"6/11/21",9,0,"AS",2,3
"97",6086,"6/11/21",9,0,"RD",2,3
"98",6086,"6/11/21",9,0,"SB",1,3
"99",6086,"6/11/21",9,0,"RD",3,3
"100",6062,"6/11/21",10,0,"DW",1,3
"101",6062,"6/11/21",10,0,"DW",2,3
"102",6062,"6/11/21",10,0,"RD",1,3
"103",6062,"6/11/21",10,0,"AS",1,2
"104",6062,"6/11/21",10,0,"HE",1,3
"105",6062,"6/11/21",10,0,"DW",3,2
"106",6062,"6/11/21",10,0,"HE",2,3
"107",6062,"6/11/21",10,0,"AS",2,2
"108",6062,"6/11/21",10,0,"RD",2,3
"109",6062,"6/11/21",10,0,"SB",1,2
"110",6062,"6/11/21",10,0,"RD",3,3
"111",6096,"4/30/21",11,0,"DW",1,2
"112",6096,"4/30/21",11,0,"DW",2,2
"113",6096,"4/30/21",11,0,"RD",1,2
"114",6096,"4/30/21",11,0,"AS",1,3
"115",6096,"4/30/21",11,0,"HE",1,2
"116",6096,"4/30/21",11,0,"DW",3,2
"117",6096,"4/30/21",11,0,"HE",2,2
"118",6096,"4/30/21",11,0,"AS",2,3
"119",6096,"4/30/21",11,0,"RD",2,3
"120",6096,"4/30/21",11,0,"SB",1,2
"121",6096,"4/30/21",11,0,"RD",3,2
"122",5064,"6/11/21",12,0,"DW",1,2
"123",5064,"6/11/21",12,0,"DW",2,2
"124",5064,"6/11/21",12,0,"RD",1,2
"125",5064,"6/11/21",12,0,"AS",1,2
"126",5064,"6/11/21",12,0,"HE",1,2
"127",5064,"6/11/21",12,0,"DW",3,2
"128",5064,"6/11/21",12,0,"HE",2,3
"129",5064,"6/11/21",12,0,"AS",2,2
"130",5064,"6/11/21",12,0,"RD",2,2
"131",5064,"6/11/21",12,0,"SB",1,1
"132",5064,"6/11/21",12,0,"RD",3,2
"133",7116,"6/4/21",13,0,"DW",1,3
"134",7116,"6/4/21",13,0,"DW",2,3
"135",7116,"6/4/21",13,0,"RD",1,3
"136",7116,"6/4/21",13,0,"AS",1,2
"137",7116,"6/4/21",13,0,"HE",1,3
"138",7116,"6/4/21",13,0,"DW",3,4
"139",7116,"6/4/21",13,0,"HE",2,2
"140",7116,"6/4/21",13,0,"AS",2,2
"141",7116,"6/4/21",13,0,"RD",2,3
"142",7116,"6/4/21",13,0,"SB",1,3
"143",7116,"6/4/21",13,0,"RD",3,3
"144",7136,"6/11/21",14,0,"DW",1,2
"145",7136,"6/11/21",14,0,"DW",2,3
"146",7136,"6/11/21",14,0,"RD",1,3
"147",7136,"6/11/21",14,0,"AS",1,2
"148",7136,"6/11/21",14,0,"HE",1,2
"149",7136,"6/11/21",14,0,"DW",3,2
"150",7136,"6/11/21",14,0,"HE",2,2
"151",7136,"6/11/21",14,0,"AS",2,2
"152",7136,"6/11/21",14,0,"RD",2,2
"153",7136,"6/11/21",14,0,"SB",1,1
"154",7136,"6/11/21",14,0,"RD",3,2
"155",7128,"4/1/21",15,0,"DW",1,2
"156",7128,"4/1/21",15,0,"DW",2,2
"157",7128,"4/1/21",15,0,"RD",1,3
"158",7128,"4/1/21",15,0,"AS",1,2
"159",7128,"4/1/21",15,0,"HE",1,2
"160",7128,"4/1/21",15,0,"DW",3,2
"161",7128,"4/1/21",15,0,"HE",2,2
"162",7128,"4/1/21",15,0,"AS",2,2
"163",7128,"4/1/21",15,0,"RD",2,3
"164",7128,"4/1/21",15,0,"SB",1,2
"165",7128,"4/1/21",15,0,"RD",3,2
"166",4035,"5/28/21",16,0,"DW",1,3
"167",4035,"5/28/21",16,0,"DW",2,3
"168",4035,"5/28/21",16,0,"RD",1,4
"169",4035,"5/28/21",16,0,"AS",1,4
"170",4035,"5/28/21",16,0,"HE",1,3
"171",4035,"5/28/21",16,0,"DW",3,3
"172",4035,"5/28/21",16,0,"HE",2,3
"173",4035,"5/28/21",16,0,"AS",2,4
"174",4035,"5/28/21",16,0,"RD",2,3
"175",4035,"5/28/21",16,0,"SB",1,3
"176",4035,"5/28/21",16,0,"RD",3,2
"177",4026,"4/9/21",17,0,"DW",1,2
"178",4026,"4/9/21",17,0,"DW",2,2
"179",4026,"4/9/21",17,0,"RD",1,2
"180",4026,"4/9/21",17,0,"AS",1,3
"181",4026,"4/9/21",17,0,"HE",1,2
"182",4026,"4/9/21",17,0,"DW",3,2
"183",4026,"4/9/21",17,0,"HE",2,2
"184",4026,"4/9/21",17,0,"AS",2,3
"185",4026,"4/9/21",17,0,"RD",2,2
"186",4026,"4/9/21",17,0,"SB",1,2
"187",4026,"4/9/21",17,0,"RD",3,2
"188",6094,"6/4/21",18,0,"DW",1,2
"189",6094,"6/4/21",18,0,"DW",2,2
"190",6094,"6/4/21",18,0,"RD",1,2
"191",6094,"6/4/21",18,0,"AS",1,3
"192",6094,"6/4/21",18,0,"HE",1,2
"193",6094,"6/4/21",18,0,"DW",3,2
"194",6094,"6/4/21",18,0,"HE",2,2
"195",6094,"6/4/21",18,0,"AS",2,3
"196",6094,"6/4/21",18,0,"RD",2,2
"197",6094,"6/4/21",18,0,"SB",1,2
"198",6094,"6/4/21",18,0,"RD",3,2
"199",6025,"4/1/21",19,0,"DW",1,3
"200",6025,"4/1/21",19,0,"DW",2,3
"201",6025,"4/1/21",19,0,"RD",1,3
"202",6025,"4/1/21",19,0,"AS",1,3
"203",6025,"4/1/21",19,0,"HE",1,2
"204",6025,"4/1/21",19,0,"DW",3,2
"205",6025,"4/1/21",19,0,"HE",2,2
"206",6025,"4/1/21",19,0,"AS",2,2
"207",6025,"4/1/21",19,0,"RD",2,2
"208",6025,"4/1/21",19,0,"SB",1,2
"209",6025,"4/1/21",19,0,"RD",3,2
"210",6053,"6/11/21",20,0,"DW",1,2
"211",6053,"6/11/21",20,0,"DW",2,2
"212",6053,"6/11/21",20,0,"RD",1,3
"213",6053,"6/11/21",20,0,"AS",1,3
"214",6053,"6/11/21",20,0,"HE",1,2
"215",6053,"6/11/21",20,0,"DW",3,3
"216",6053,"6/11/21",20,0,"HE",2,2
"217",6053,"6/11/21",20,0,"AS",2,2
"218",6053,"6/11/21",20,0,"RD",2,3
"219",6053,"6/11/21",20,0,"SB",1,2
"220",6053,"6/11/21",20,0,"RD",3,3
"221",8083,"5/21/21",21,0,"DW",1,2
"222",8083,"5/21/21",21,0,"DW",2,2
"223",8083,"5/21/21",21,0,"RD",1,2
"224",8083,"5/21/21",21,0,"AS",1,3
"225",8083,"5/21/21",21,0,"HE",1,2
"226",8083,"5/21/21",21,0,"DW",3,3
"227",8083,"5/21/21",21,0,"HE",2,2
"228",8083,"5/21/21",21,0,"AS",2,3
"229",8083,"5/21/21",21,0,"RD",2,2
"230",8083,"5/21/21",21,0,"SB",1,3
"231",8083,"5/21/21",21,0,"RD",3,2
"232",4008,"5/28/21",22,0,"DW",1,2
"233",4008,"5/28/21",22,0,"DW",2,3
"234",4008,"5/28/21",22,0,"RD",1,3
"235",4008,"5/28/21",22,0,"AS",1,2
"236",4008,"5/28/21",22,0,"HE",1,2
"237",4008,"5/28/21",22,0,"DW",3,3
"238",4008,"5/28/21",22,0,"HE",2,2
"239",4008,"5/28/21",22,0,"AS",2,2
"240",4008,"5/28/21",22,0,"RD",2,2
"241",4008,"5/28/21",22,0,"SB",1,2
"242",4008,"5/28/21",22,0,"RD",3,2
"243",7114,"5/28/21",23,0,"DW",1,2
"244",7114,"5/28/21",23,0,"DW",2,2
"245",7114,"5/28/21",23,0,"RD",1,2
"246",7114,"5/28/21",23,0,"AS",1,2
"247",7114,"5/28/21",23,0,"HE",1,2
"248",7114,"5/28/21",23,0,"DW",3,2
"249",7114,"5/28/21",23,0,"HE",2,2
"250",7114,"5/28/21",23,0,"AS",2,2
"251",7114,"5/28/21",23,0,"RD",2,2
"252",7114,"5/28/21",23,0,"SB",1,2
"253",7114,"5/28/21",23,0,"RD",3,2
"254",7109,"5/7/21",24,0,"DW",1,2
"255",7109,"5/7/21",24,0,"DW",2,2
"256",7109,"5/7/21",24,0,"RD",1,3
"257",7109,"5/7/21",24,0,"AS",1,3
"258",7109,"5/7/21",24,0,"HE",1,2
"259",7109,"5/7/21",24,0,"DW",3,2
"260",7109,"5/7/21",24,0,"HE",2,2
"261",7109,"5/7/21",24,0,"AS",2,2
"262",7109,"5/7/21",24,0,"RD",2,2
"263",7109,"5/7/21",24,0,"SB",1,1
"264",7109,"5/7/21",24,0,"RD",3,2
"265",6088,"6/4/21",25,0,"DW",1,3
"266",6088,"6/4/21",25,0,"DW",2,4
"267",6088,"6/4/21",25,0,"RD",1,4
"268",6088,"6/4/21",25,0,"AS",1,4
"269",6088,"6/4/21",25,0,"HE",1,3
"270",6088,"6/4/21",25,0,"DW",3,4
"271",6088,"6/4/21",25,0,"HE",2,3
"272",6088,"6/4/21",25,0,"AS",2,4
"273",6088,"6/4/21",25,0,"RD",2,4
"274",6088,"6/4/21",25,0,"SB",1,3
"275",6088,"6/4/21",25,0,"RD",3,4
"276",5118,"5/7/21",26,0,"DW",1,2
"277",5118,"5/7/21",26,0,"DW",2,2
"278",5118,"5/7/21",26,0,"RD",1,2
"279",5118,"5/7/21",26,0,"AS",1,3
"280",5118,"5/7/21",26,0,"HE",1,2
"281",5118,"5/7/21",26,0,"DW",3,3
"282",5118,"5/7/21",26,0,"HE",2,2
"283",5118,"5/7/21",26,0,"AS",2,3
"284",5118,"5/7/21",26,0,"RD",2,2
"285",5118,"5/7/21",26,0,"SB",1,2
"286",5118,"5/7/21",26,0,"RD",3,2
"287",7163,"5/21/21",27,0,"DW",1,2
"288",7163,"5/21/21",27,0,"DW",2,2
"289",7163,"5/21/21",27,0,"RD",1,2
"290",7163,"5/21/21",27,0,"AS",1,3
"291",7163,"5/21/21",27,0,"HE",1,2
"292",7163,"5/21/21",27,0,"DW",3,2
"293",7163,"5/21/21",27,0,"HE",2,2
"294",7163,"5/21/21",27,0,"AS",2,2
"295",7163,"5/21/21",27,0,"RD",2,3
"296",7163,"5/21/21",27,0,"SB",1,2
"297",7163,"5/21/21",27,0,"RD",3,2
"298",6092,"6/11/21",28,0,"DW",1,2
"299",6092,"6/11/21",28,0,"DW",2,2
"300",6092,"6/11/21",28,0,"RD",1,2
"301",6092,"6/11/21",28,0,"AS",1,3
"302",6092,"6/11/21",28,0,"HE",1,2
"303",6092,"6/11/21",28,0,"DW",3,2
"304",6092,"6/11/21",28,0,"HE",2,2
"305",6092,"6/11/21",28,0,"AS",2,2
"306",6092,"6/11/21",28,0,"RD",2,2
"307",6092,"6/11/21",28,0,"SB",1,1
"308",6092,"6/11/21",28,0,"RD",3,2
"309",7060,"6/4/21",29,0,"DW",1,2
"310",7060,"6/4/21",29,0,"DW",2,3
"311",7060,"6/4/21",29,0,"RD",1,2
"312",7060,"6/4/21",29,0,"AS",1,3
"313",7060,"6/4/21",29,0,"HE",1,2
"314",7060,"6/4/21",29,0,"DW",3,2
"315",7060,"6/4/21",29,0,"HE",2,2
"316",7060,"6/4/21",29,0,"AS",2,3
"317",7060,"6/4/21",29,0,"RD",2,2
"318",7060,"6/4/21",29,0,"SB",1,1
"319",7060,"6/4/21",29,0,"RD",3,2
"320",7153,"6/4/21",30,0,"DW",1,3
"321",7153,"6/4/21",30,0,"DW",2,2
"322",7153,"6/4/21",30,0,"RD",1,2
"323",7153,"6/4/21",30,0,"AS",1,2
"324",7153,"6/4/21",30,0,"HE",1,2
"325",7153,"6/4/21",30,0,"DW",3,2
"326",7153,"6/4/21",30,0,"HE",2,2
"327",7153,"6/4/21",30,0,"AS",2,2
"328",7153,"6/4/21",30,0,"RD",2,2
"329",7153,"6/4/21",30,0,"SB",1,2
"330",7153,"6/4/21",30,0,"RD",3,2
"331",7045,"5/13/21",1,0,"Wali",1,2
"332",5087,"5/28/21",2,0,"Wali",1,4
"333",6046,"6/4/21",3,0,"Wali",1,3
"334",7138,"6/4/21",4,0,"Wali",1,2
"335",6068,"5/28/21",5,0,"Wali",1,2
"336",6029,"5/13/21",6,0,"Wali",1,2
"337",7064,"6/4/21",7,0,"Wali",1,2
"338",6095,"5/28/21",8,0,"Wali",1,3
"339",6086,"6/11/21",9,0,"Wali",1,2
"340",6062,"6/11/21",10,0,"Wali",1,2
"341",6096,"4/30/21",11,0,"Wali",1,3
"342",5064,"6/11/21",12,0,"Wali",1,2
"343",7116,"6/4/21",13,0,"Wali",1,2
"344",7136,"6/11/21",14,0,"Wali",1,2
"345",7128,"4/1/21",15,0,"Wali",1,3
"346",4035,"5/28/21",16,0,"Wali",1,3
"347",4026,"4/9/21",17,0,"Wali",1,2
"348",6094,"6/4/21",18,0,"Wali",1,2
"349",6025,"4/1/21",19,0,"Wali",1,2
"350",6053,"6/11/21",20,0,"Wali",1,3
"351",8083,"5/21/21",21,0,"Wali",1,3
"352",4008,"5/28/21",22,0,"Wali",1,2
"353",7114,"5/28/21",23,0,"Wali",1,2
"354",7109,"5/7/21",24,0,"Wali",1,2
"355",6088,"6/4/21",25,0,"Wali",1,3
"356",5118,"5/7/21",26,0,"Wali",1,2
"357",7163,"5/21/21",27,0,"Wali",1,2
"358",6092,"6/11/21",28,0,"Wali",1,2
"359",7060,"6/4/21",29,0,"Wali",1,3
"360",7153,"6/4/21",30,0,"Wali",1,2
"361",7045,"5/13/21",1,0,"Wali",2,2
"362",5087,"5/28/21",2,0,"Wali",2,4
"363",6046,"6/4/21",3,0,"Wali",2,2
"364",7138,"6/4/21",4,0,"Wali",2,2
"365",6068,"5/28/21",5,0,"Wali",2,3
"366",6029,"5/13/21",6,0,"Wali",2,2
"367",7064,"6/4/21",7,0,"Wali",2,2
"368",6095,"5/28/21",8,0,"Wali",2,2
"369",6086,"6/11/21",9,0,"Wali",2,3
"370",6062,"6/11/21",10,0,"Wali",2,2
"371",6096,"4/30/21",11,0,"Wali",2,3
"372",5064,"6/11/21",12,0,"Wali",2,2
"373",7116,"6/4/21",13,0,"Wali",2,2
"374",7136,"6/11/21",14,0,"Wali",2,2
"375",7128,"4/1/21",15,0,"Wali",2,2
"376",4035,"5/28/21",16,0,"Wali",2,3
"377",4026,"4/9/21",17,0,"Wali",2,2
"378",6094,"6/4/21",18,0,"Wali",2,2
"379",6025,"4/1/21",19,0,"Wali",2,2
"380",6053,"6/11/21",20,0,"Wali",2,2
"381",8083,"5/21/21",21,0,"Wali",2,2
"382",4008,"5/28/21",22,0,"Wali",2,2
"383",7114,"5/28/21",23,0,"Wali",2,2
"384",7109,"5/7/21",24,0,"Wali",2,2
"385",6088,"6/4/21",25,0,"Wali",2,3
"386",5118,"5/7/21",26,0,"Wali",2,2
"387",7163,"5/21/21",27,0,"Wali",2,2
"388",6092,"6/11/21",28,0,"Wali",2,2
"389",7060,"6/4/21",29,0,"Wali",2,2
"390",7153,"6/4/21",30,0,"Wali",2,2
"391",7045,"5/13/21",1,0,"Wali",3,2
"392",5087,"5/28/21",2,0,"Wali",3,4
"393",6046,"6/4/21",3,0,"Wali",3,2
"394",7138,"6/4/21",4,0,"Wali",3,2
"395",6068,"5/28/21",5,0,"Wali",3,2
"396",6029,"5/13/21",6,0,"Wali",3,2
"397",7064,"6/4/21",7,0,"Wali",3,2
"398",6095,"5/28/21",8,0,"Wali",3,2
"399",6086,"6/11/21",9,0,"Wali",3,2
"400",6062,"6/11/21",10,0,"Wali",3,2
"401",6096,"4/30/21",11,0,"Wali",3,2
"402",5064,"6/11/21",12,0,"Wali",3,2
"403",7116,"6/4/21",13,0,"Wali",3,2
"404",7136,"6/11/21",14,0,"Wali",3,2
"405",7128,"4/1/21",15,0,"Wali",3,2
"406",4035,"5/28/21",16,0,"Wali",3,3
"407",4026,"4/9/21",17,0,"Wali",3,3
"408",6094,"6/4/21",18,0,"Wali",3,2
"409",6025,"4/1/21",19,0,"Wali",3,2
"410",6053,"6/11/21",20,0,"Wali",3,2
"411",8083,"5/21/21",21,0,"Wali",3,2
"412",4008,"5/28/21",22,0,"Wali",3,2
"413",7114,"5/28/21",23,0,"Wali",3,2
"414",7109,"5/7/21",24,0,"Wali",3,2
"415",6088,"6/4/21",25,0,"Wali",3,4
"416",5118,"5/7/21",26,0,"Wali",3,2
"417",7163,"5/21/21",27,0,"Wali",3,2
"418",6092,"6/11/21",28,0,"Wali",3,2
"419",7060,"6/4/21",29,0,"Wali",3,2
"420",7153,"6/4/21",30,0,"Wali",3,2
"421",7045,"5/13/21",1,0,"Anna-Marieke",3,2
"422",5087,"5/28/21",2,0,"Anna-Marieke",3,4
"423",6046,"6/4/21",3,0,"Anna-Marieke",3,2
"424",7138,"6/4/21",4,0,"Anna-Marieke",3,2
"425",6068,"5/28/21",5,0,"Anna-Marieke",3,3
"426",6029,"5/13/21",6,0,"Anna-Marieke",3,2
"427",7064,"6/4/21",7,0,"Anna-Marieke",3,3
"428",6095,"5/28/21",8,0,"Anna-Marieke",3,3
"429",6086,"6/11/21",9,0,"Anna-Marieke",3,3
"430",6062,"6/11/21",10,0,"Anna-Marieke",3,2
"431",6096,"4/30/21",11,0,"Anna-Marieke",3,3
"432",5064,"6/11/21",12,0,"Anna-Marieke",3,2
"433",7116,"6/4/21",13,0,"Anna-Marieke",3,2
"434",7136,"6/11/21",14,0,"Anna-Marieke",3,2
"435",7128,"4/1/21",15,0,"Anna-Marieke",3,3
"436",4035,"5/28/21",16,0,"Anna-Marieke",3,3
"437",4026,"4/9/21",17,0,"Anna-Marieke",3,2
"438",6094,"6/4/21",18,0,"Anna-Marieke",3,2
"439",6025,"4/1/21",19,0,"Anna-Marieke",3,3
"440",6053,"6/11/21",20,0,"Anna-Marieke",3,3
"441",8083,"5/21/21",21,0,"Anna-Marieke",3,2
"442",4008,"5/28/21",22,0,"Anna-Marieke",3,2
"443",7114,"5/28/21",23,0,"Anna-Marieke",3,2
"444",7109,"5/7/21",24,0,"Anna-Marieke",3,2
"445",6088,"6/4/21",25,0,"Anna-Marieke",3,3
"446",5118,"5/7/21",26,0,"Anna-Marieke",3,3
"447",7163,"5/21/21",27,0,"Anna-Marieke",3,2
"448",6092,"6/11/21",28,0,"Anna-Marieke",3,2
"449",7060,"6/4/21",29,0,"Anna-Marieke",3,3
"450",7153,"6/4/21",30,0,"Anna-Marieke",3,2
