"question_id","Mean","Median","Mode","SD","direction_pct","complete_time_median","complete_time_sd","question_type","average_new_expert"
"8-q10",-0.1,0,0,1.89,45,7,6.86,"hard",0.8
"9-q9",-0.3,0,0,1.13,30,8,8.18,"hard",0
"2-q4",0,0,0,1.78,30,10,9.15,"hard",-1
"1-q9",0.5,0.5,1,1.28,50,6.5,8.3,"hard",0
"9-q5",-2.55,-3,-3,1.39,95,6.5,8.14,"easy",-3
"1-q2",-2.45,-3,-3,0.69,100,6.5,8.3,"easy",-2.6
"7-q2",-0.15,-0.5,3,2.28,50,13.5,8.96,"hard",-0.8
"5-q8",2.6,3,3,0.82,100,7,8.65,"easy",0.8
"8-q9",0.75,1,1,1.41,55,7,6.86,"hard",-0.8
"7-q8",-0.5,0,0,1.43,45,10,7.4,"hard",0.4
"7-q5",0.9,0.5,0,1.59,50,10,7.4,"hard",-0.4
"10-q9",-0.2,0,0,1.44,35,5,7.18,"hard",0
"1-q5",-1.15,-1,-1,1.46,80,8,7.71,"easy",-1.2
"2-q3",1.45,1,3,1.39,70,6,8.26,"easy",0.8
"9-q10",1.05,1,1,1.57,80,8,8.18,"easy",0.6
"9-q7",1.25,1,3,1.8,75,8,8.18,"hard",0
"8-q8",-0.2,-1,3,2.33,65,7,6.86,"easy",-0.6
"6-q5",-2.5,-3,-3,1.36,95,8,6.54,"easy",-2.2
"3-q10",-0.75,-1,-1,0.85,65,7,7.35,"hard",0
"9-q2",-0.85,-1,-1,1.14,85,8,8.18,"easy",-1.4
"0-q4",0.4,0,3,2.28,45,6,6.62,"hard",-1
"2-q6",2.9,3,3,0.45,100,6,8.26,"easy",3
"10-q4",0.3,0.5,1,1.84,50,5,7.18,"hard",0.2
"5-q1",-0.65,-1,-2,1.46,55,7,8.65,"hard",0.8
"3-q4",1.45,1,1,1.57,85,7,7.35,"hard",0.4
"3-q9",0.85,0.5,0,1.46,50,6.5,8.3,"hard",-0.4
"5-q3",3,3,3,0,100,7,8.65,"easy",2.6
"3-q5",-0.5,-1,-1,1.61,55,7,7.35,"hard",0.6
"3-q10",0.1,0,0,1.21,35,6.5,8.3,"hard",0
"5-q2",-2.55,-3,-3,0.83,95,9,7.54,"easy",-1.8
"4-q6",1.05,1,1,1.15,70,8.5,8.04,"hard",0.4
