"question_id","Mean","Median","Mode","SD","direction_pct","complete_time_median","complete_time_sd","question_type","average_new_expert"
"10-q7",0.93,1,1,1.67,66.67,7,8.99,"hard",-0.2
"9-q7",1.53,1,3,1.64,80,8,9.22,"hard",0
"1-q2",-2.73,-3,-3,0.46,100,6,7.67,"easy",-2.6
"9-q9",-0.47,0,0,0.92,26.67,6,6.37,"hard",0
"7-q10",1.2,1,3,1.66,60,13,9.6,"easy",1.2
"0-q10",-2.87,-3,-3,0.35,100,6,4.95,"easy",-3
"8-q5",1.27,1,3,1.79,73.33,8,4.78,"easy",1.6
"8-q8",-1.27,-1,-1,1.16,86.67,7,6.87,"easy",-0.6
"4-q8",0.2,0,-1,1.61,40,8,8.71,"easy",1
"0-q4",0.67,1,3,1.99,53.33,6,4.95,"hard",-1
"2-q7",-0.4,0,0,2.2,46.67,11,8.22,"hard",0
"5-q5",0.47,1,1,1.36,66.67,8,6.5,"hard",-0.4
"4-q5",0.6,0,3,1.76,46.67,13,7.32,"hard",0.6
"10-q9",-0.4,0,0,0.83,33.33,7,8.99,"hard",0
"8-q10",0.07,0,0,1.1,33.33,7,6.87,"hard",0.8
"4-q10",3,3,3,0,100,13,7.32,"easy",2.8
"10-q8",1.53,1,3,1.64,80,5,7.19,"hard",0.4
"7-q5",0.93,0,0,1.58,40,10,6.36,"hard",-0.4
"2-q3",1.4,1,3,1.45,66.67,11,8.22,"easy",0.8
"9-q5",-2.73,-3,-3,0.59,100,6,6.37,"easy",-3
"10-q5",0.13,0,0,1.51,26.67,5,7.19,"hard",0.2
"6-q3",0.67,0,0,1.05,40,9,8.39,"hard",0
"4-q10",3,3,3,0,100,8,8.71,"easy",2.8
"9-q4",-2.6,-3,-3,0.63,100,6,6.37,"easy",-2.8
"1-q1",2.33,3,3,1.23,93.33,8,8.04,"easy",2.4
"3-q3",1.07,1,0,1.28,53.33,7,6.05,"easy",0.6
"2-q9",-1.4,-1,-1,0.74,93.33,7,8.8,"hard",-0.6
"8-q1",-0.27,0,0,1.67,46.67,8,4.78,"hard",0
"5-q8",2.87,3,3,0.52,100,8,6.5,"easy",0.8
"10-q5",0.07,0,0,0.7,20,7,8.99,"hard",0.2
"2-q7",-0.87,-1,-1,1.36,73.33,7,8.8,"hard",0
"7-q4",1.2,1,1,1.26,73.33,10,6.36,"easy",1.8
"10-q2",0.07,0,3,2.25,46.67,5,7.19,"hard",0.4
"7-q6",-1.6,-1,-1,0.91,93.33,13,9.6,"easy",-1.8
"8-q4",1.4,1,1,1.24,73.33,8,4.78,"easy",1.6
"0-q8",-0.2,0,0,0.86,33.33,6,4.95,"hard",-0.2
"10-q8",2.07,3,3,1.03,100,7,8.99,"hard",0.4
"9-q10",1.53,1,1,1.46,86.67,8,9.22,"easy",0.6
"9-q6",-0.53,-1,-1,1.73,66.67,8,9.22,"hard",0.2
"8-q9",0.53,0,0,1.25,40,8,4.78,"hard",-0.8
"8-q9",0.73,1,1,0.8,60,7,6.87,"hard",-0.8
"4-q5",0.73,0,0,1.67,40,8,8.71,"hard",0.6
"4-q2",-2.07,-2,-3,0.96,93.33,8,8.71,"easy",-1.2
"6-q7",1.87,3,3,1.3,80,9,8.39,"easy",0.4
